phen	h2.obs	h2.latent	ascertained	p	locus	chr	start	stop	fdr_within_pheno
psa	0.00149621	0.00311026	FALSE	0.0102987	1357	8	132534637	133461551	0.0324292398058252
crohn	0.000556326	0.00096339	FALSE	0.0834448	1357	8	132534637	133461551	0.113668099512195
uc	0.000901961	0.00162841	FALSE	0.0077299	1357	8	132534637	133461551	0.0176430927102804
cad	9.33338e-05	0.00018119	FALSE	0.00178616	1357	8	132534637	133461551	0.00416406515800204
psoriasis	0.000175261	0.000613078	FALSE	0.172083	1358	8	133461552	134509448	0.212764327418432
psa	0.00231472	0.00481174	FALSE	0.00176707	1358	8	133461552	134509448	0.00936980441416894
crohn	0.00193905	0.00335786	FALSE	0.000137896	1358	8	133461552	134509448	0.000581244649056604
uc	0.000897035	0.00161952	FALSE	0.0207557	1358	8	133461552	134509448	0.0386594717557252
cad	8.52486e-05	0.000165494	FALSE	0.0112669	1358	8	133461552	134509448	0.0194177847023361
psoriasis	0.000603628	0.00211155	FALSE	0.00111775	1359	8	134509449	135313673	0.00346390243902439
psa	0.00193687	0.00402628	FALSE	0.0052587	1359	8	134509449	135313673	0.0200262821917808
crohn	0.000636993	0.00110308	FALSE	0.0875668	1359	8	134509449	135313673	0.117845922409639
uc	0.00157264	0.00283926	FALSE	0.000236275	1359	8	134509449	135313673	0.00105245415821501
cad	0.000103293	0.000200525	FALSE	0.0025432	1359	8	134509449	135313673	0.00557116704980843
psoriasis	0.000597815	0.00209122	FALSE	0.000396607	1360	8	135313674	136220342	0.00148727625
psa	0.00105219	0.00218726	FALSE	0.0514679	1360	8	135313674	136220342	0.10137300951417
crohn	0.00251815	0.00436068	FALSE	1.38698e-07	1360	8	135313674	136220342	1.59717181443299e-06
uc	0.00126348	0.0022811	FALSE	0.000739806	1360	8	135313674	136220342	0.00268531235702479
cad	3.14434e-05	6.10414e-05	FALSE	0.146956	1360	8	135313674	136220342	0.172529965092402
psoriasis	0.000178327	0.000623805	FALSE	0.121058	1361	8	136220343	137527617	0.159929834862385
psa	0.00207198	0.00430714	FALSE	0.000858519	1361	8	136220343	137527617	0.00533762930990415
crohn	0.00104218	0.00180474	FALSE	0.00655536	1361	8	136220343	137527617	0.0146008716251246
uc	0.000564375	0.00101893	FALSE	0.0542832	1361	8	136220343	137527617	0.0834787347795661
cad	2.33875e-05	4.54024e-05	FALSE	0.201033	1361	8	136220343	137527617	0.224932715753425
uc	0.000481368	0.000869067	FALSE	0.0604781	1362	8	137527618	138564843	0.0910904716049383
psoriasis	0.000753891	0.00263718	FALSE	5.00415e-05	1363	8	138564844	139404631	0.000270901353383459
psa	0.00192362	0.00399873	FALSE	0.00371324	1363	8	138564844	139404631	0.0157772162445415
crohn	0.00265584	0.00459913	FALSE	1.34749e-07	1363	8	138564844	139404631	1.55973712953368e-06
uc	0.001502	0.00271172	FALSE	0.000212692	1363	8	138564844	139404631	0.000979185811320755
psoriasis	0.000116678	0.000408149	FALSE	0.255488	1364	8	139404632	140355988	0.291831877313591
crohn	0.00102601	0.00177674	FALSE	0.0182182	1364	8	139404632	140355988	0.0333056127659574
uc	0.00124556	0.00224876	FALSE	0.00242356	1364	8	139404632	140355988	0.00711515743315508
cad	6.42889e-05	0.000124805	FALSE	0.0357142	1364	8	139404632	140355988	0.0527297452550032
psoriasis	0.000301444	0.00105448	FALSE	0.0573946	1365	8	140355989	141527881	0.0889966518305815
psa	0.0022214	0.00461775	FALSE	0.00237856	1365	8	140355989	141527881	0.0117181715443038
crohn	0.0024563	0.00425359	FALSE	3.45387e-06	1365	8	140355989	141527881	2.63342852559727e-05
uc	0.0019225	0.0034709	FALSE	2.30535e-05	1365	8	140355989	141527881	0.00016278291318328
cad	4.29839e-05	8.34452e-05	FALSE	0.112168	1365	8	140355989	141527881	0.138514155507559
psoriasis	0.000665389	0.00232759	FALSE	0.000142438	1366	8	141527882	142611889	0.000645002264150943
crohn	0.000692414	0.00119905	FALSE	0.053456	1366	8	141527882	142611889	0.080853557210562
uc	0.00136346	0.00246161	FALSE	0.000402754	1366	8	141527882	142611889	0.00161690636928702
cad	0.000182808	0.000354888	FALSE	2.76641e-07	1366	8	141527882	142611889	2.30904367518248e-06
psoriasis	0.000490475	0.00171573	FALSE	0.00287282	1367	8	142611890	143611461	0.00767032286773795
psa	0.00156725	0.00325794	FALSE	0.0100797	1367	8	142611890	143611461	0.0321558954098361
crohn	0.000485511	0.00084076	FALSE	0.121113	1367	8	142611890	143611461	0.154874895248998
uc	0.00189032	0.0034128	FALSE	3.84803e-06	1367	8	142611890	143611461	3.70626047368421e-05
cad	4.68665e-05	9.09826e-05	FALSE	0.0665634	1367	8	142611890	143611461	0.0894421244418331
psoriasis	0.000626327	0.00219095	FALSE	0.000277771	1368	8	143611462	144934288	0.00110537900552486
psa	0.00192263	0.00399668	FALSE	0.00255053	1368	8	143611462	144934288	0.0123773849875312
crohn	0.000662128	0.00114661	FALSE	0.059107	1368	8	143611462	144934288	0.0875049953611663
uc	3.69901e-05	6.67824e-05	FALSE	0.443112	1368	8	143611462	144934288	0.449664487985213
cad	0.000137976	0.000267854	FALSE	3.59523e-05	1368	8	143611462	144934288	0.000150041806751825
psoriasis	0.000422602	0.0014783	FALSE	0.00202288	1369	8	144934289	146303787	0.00571166117647059
psa	0.000752985	0.00156527	FALSE	0.0740374	1369	8	144934289	146303787	0.13109807133758
crohn	0.00149217	0.002584	FALSE	6.35082e-05	1369	8	144934289	146303787	0.000304457765665236
uc	0.000966254	0.00174449	FALSE	0.00154025	1369	8	144934289	146303787	0.00493504583090379
cad	4.20284e-05	8.15903e-05	FALSE	0.0493143	1369	8	144934289	146303787	0.0691488682403433
psa	0.000358554	0.000745347	FALSE	0.260222	1370	9	10469	653661	0.315780962593516
crohn	0.00188837	0.0032701	FALSE	1.25871e-05	1370	9	10469	653661	7.68294573770492e-05
uc	0.00179792	0.00324598	FALSE	3.07225e-06	1370	9	10469	653661	3.1526453271028e-05
cad	7.70002e-06	1.49481e-05	FALSE	0.376612	1370	9	10469	653661	0.386411684163302
psoriasis	6.37651e-05	0.000223057	FALSE	0.33335	1371	9	653662	1103598	0.36092030075188
psa	0.00133654	0.00277835	FALSE	0.0215258	1371	9	653662	1103598	0.05447231053316
crohn	0.000169597	0.000293692	FALSE	0.326619	1371	9	653662	1103598	0.348067214115403
uc	0.0013809	0.0024931	FALSE	0.000304843	1371	9	653662	1103598	0.00128244296551724
psoriasis	0.000244054	0.000853723	FALSE	0.0959215	1372	9	1103599	1874961	0.133155809768638
psa	0.000814246	0.00169262	FALSE	0.130417	1372	9	1103599	1874961	0.196281115235886
crohn	0.00118559	0.00205308	FALSE	0.00914537	1372	9	1103599	1874961	0.0190585415858209
uc	0.000784626	0.00141657	FALSE	0.0341406	1372	9	1103599	1874961	0.0569269230068337
cad	0.000113044	0.000219453	FALSE	0.00143093	1372	9	1103599	1874961	0.00354554378114843
psoriasis	0.000686882	0.00240278	FALSE	0.000396378	1373	9	1874962	2441120	0.00148727625
psa	0.000720653	0.00149806	FALSE	0.157259	1373	9	1874962	2441120	0.223657802775749
crohn	0.000371412	0.000643175	FALSE	0.210503	1373	9	1874962	2441120	0.241532461222393
uc	0.0014341	0.00258914	FALSE	0.000765956	1373	9	1874962	2441120	0.0027710698121911
cad	0.000184469	0.000358111	FALSE	2.05308e-06	1373	9	1874962	2441120	1.32264618591549e-05
psoriasis	0.000286221	0.00100123	FALSE	0.0482619	1374	9	2441121	3079045	0.0774485170876672
psa	5.20193e-05	0.000108135	FALSE	0.452327	1374	9	2441121	3079045	0.462162230971129
crohn	0.00068095	0.0011792	FALSE	0.0590423	1374	9	2441121	3079045	0.087467173872679
uc	0.00113541	0.00204988	FALSE	0.00249016	1374	9	2441121	3079045	0.00729118848
cad	3.63441e-05	7.05553e-05	FALSE	0.122837	1374	9	2441121	3079045	0.149112642781316
psoriasis	0.000546824	0.00191284	FALSE	0.00366056	1375	9	3079046	4025355	0.00933507626918536
psa	0.0018812	0.00391055	FALSE	0.00822523	1375	9	3079046	4025355	0.0277880383044983
crohn	0.00173942	0.00301215	FALSE	0.00051965	1375	9	3079046	4025355	0.00175627549167927
uc	0.001193	0.00215386	FALSE	0.00428232	1375	9	3079046	4025355	0.0110641197176471
cad	7.25277e-05	0.000140799	FALSE	0.0254497	1375	9	3079046	4025355	0.0394980725915875
psoriasis	0.000359815	0.00125867	FALSE	0.0312934	1376	9	4025356	4596614	0.0545550799031477
psa	0.0026334	0.00547419	FALSE	0.000486656	1376	9	4025356	4596614	0.0035630967368421
crohn	0.00304575	0.00527433	FALSE	2.94797e-08	1376	9	4025356	4596614	4.1682056835443e-07
uc	0.00125955	0.00227401	FALSE	0.00255819	1376	9	4025356	4596614	0.0074211165653897
cad	0.000127897	0.000248288	FALSE	0.000456147	1376	9	4025356	4596614	0.00135834399609375
psoriasis	0.000677295	0.00236924	FALSE	0.000141408	1377	9	4596615	5437591	0.000641683361344538
psa	0.000508063	0.00105614	FALSE	0.210398	1377	9	4596615	5437591	0.271148680794702
crohn	0.00567229	0.00982271	FALSE	2.53567e-22	1377	9	4596615	5437591	3.5404292375e-20
uc	0.00451914	0.0081589	FALSE	1.56837e-19	1377	9	4596615	5437591	3.13103683636364e-17
cad	0.000118428	0.000229906	FALSE	0.000337371	1377	9	4596615	5437591	0.00106166503713893
psoriasis	0.00138711	0.00485225	FALSE	2.77989e-10	1378	9	5437592	6859791	6.95954482758621e-09
psa	0.00171496	0.00356498	FALSE	0.0120321	1378	9	5437592	6859791	0.0365280290171607
crohn	0.000256995	0.000445038	FALSE	0.283164	1378	9	5437592	6859791	0.309182979472141
uc	0.0016135	0.00291304	FALSE	0.00020927	1378	9	5437592	6859791	0.000969529367088608
cad	0.000152239	0.000295543	FALSE	4.72805e-05	1378	9	5437592	6859791	0.000191043292402827
psoriasis	0.000582721	0.00203841	FALSE	0.000591966	1379	9	6859792	7388202	0.00205901217391304
crohn	0.000692314	0.00119888	FALSE	0.0529192	1379	9	6859792	7388202	0.0801849998644068
uc	0.000167082	0.000301652	FALSE	0.310621	1379	9	6859792	7388202	0.340381095808383
cad	0.00012055	0.000234026	FALSE	0.000223513	1379	9	6859792	7388202	0.000750622953010279
psoriasis	0.000792345	0.0027717	FALSE	0.00016386	1380	9	7388203	8262303	0.000726771252566735
psa	0.00466775	0.00970312	FALSE	1.06905e-07	1380	9	7388203	8262303	7.70507888888889e-06
crohn	0.00137556	0.00238206	FALSE	0.00552014	1380	9	7388203	8262303	0.0127003015036045
uc	0.00112326	0.00202795	FALSE	0.00859014	1380	9	7388203	8262303	0.0192119010761421
cad	0.000144376	0.000280279	FALSE	0.000230973	1380	9	7388203	8262303	0.000771146351824818
psoriasis	0.000178963	0.000626031	FALSE	0.180392	1381	9	8262304	9170120	0.221516043206367
psa	0.00176451	0.00366799	FALSE	0.0146884	1381	9	8262304	9170120	0.0420958151824818
crohn	0.00303469	0.00525517	FALSE	1.12155e-07	1381	9	8262304	9170120	1.31870668421053e-06
uc	0.00135752	0.00245089	FALSE	0.00217827	1381	9	8262304	9170120	0.00651700397820163
cad	0.000227179	0.000441026	FALSE	7.9022e-08	1381	9	8262304	9170120	7.82352008658009e-07
psoriasis	0.000210663	0.000736919	FALSE	0.112167	1382	9	9170121	9920258	0.15104783042394
psa	0.00195488	0.00406372	FALSE	0.00360212	1382	9	9170121	9920258	0.015508242300885
crohn	0.000337279	0.000584066	FALSE	0.216128	1382	9	9170121	9920258	0.246216191738909
uc	0.000595758	0.00107559	FALSE	0.0660051	1382	9	9170121	9920258	0.0974107524193548
cad	3.81922e-05	7.41431e-05	FALSE	0.120675	1382	9	9170121	9920258	0.147112859808102
psoriasis	0.00041896	0.00146556	FALSE	0.00898623	1383	9	9920259	10675474	0.0194296864864865
psa	0.00126073	0.00262074	FALSE	0.0310753	1383	9	9920259	10675474	0.0703987587892899
crohn	0.000265067	0.000459017	FALSE	0.256805	1383	9	9920259	10675474	0.284292552031715
uc	0.000538453	0.000972129	FALSE	0.0775029	1383	9	9920259	10675474	0.110588933333333
cad	9.13948e-05	0.000177426	FALSE	0.00346265	1383	9	9920259	10675474	0.0072254384580292
psoriasis	3.93608e-05	0.000137688	FALSE	0.354427	1384	9	10675475	11270764	0.3783456
psa	0.000109908	0.000228472	FALSE	0.388158	1384	9	10675475	11270764	0.418119692307692
uc	0.000232527	0.000419807	FALSE	0.190008	1384	9	10675475	11270764	0.228634283835616
cad	3.27012e-05	6.34832e-05	FALSE	0.0813163	1384	9	10675475	11270764	0.105485183267158
crohn	0.000587155	0.00101678	FALSE	0.0220329	1385	9	11270765	12044915	0.0392515937799043
uc	0.000111047	0.000200485	FALSE	0.300719	1385	9	11270765	12044915	0.331183011033099
cad	1.54186e-06	2.99324e-06	FALSE	0.444392	1385	9	11270765	12044915	0.448312529333921
psoriasis	0.000196934	0.000688893	FALSE	0.0760895	1386	9	12044916	12664858	0.110304241610738
crohn	0.000125406	0.000217165	FALSE	0.340774	1386	9	12044916	12664858	0.360117841059603
psoriasis	0.000537601	0.00188058	FALSE	0.00171402	1387	9	12664859	13512852	0.00498288452220727
psa	0.000967173	0.00201052	FALSE	0.0725868	1387	9	12664859	13512852	0.129116922120658
crohn	0.000520737	0.000901761	FALSE	0.112039	1387	9	12664859	13512852	0.145182787703016
uc	0.000746222	0.00134724	FALSE	0.027791	1387	9	12664859	13512852	0.0489014711538462
cad	2.19065e-05	4.25273e-05	FALSE	0.234414	1387	9	12664859	13512852	0.256569666507177
psoriasis	0.000152455	0.000533302	FALSE	0.187232	1388	9	13512853	14244747	0.228099898477157
crohn	0.000680651	0.00117868	FALSE	0.068096	1388	9	13512853	14244747	0.0973921024327785
uc	0.00107719	0.00194477	FALSE	0.00517002	1388	9	13512853	14244747	0.012930938405467
cad	0.000230997	0.000448438	FALSE	3.25929e-09	1388	9	13512853	14244747	4.60123224074074e-08
psoriasis	0.00097621	0.00341488	FALSE	6.32858e-06	1389	9	14244748	14902924	4.7629731010453e-05
psa	0.00282387	0.00587014	FALSE	0.000344786	1389	9	14244748	14902924	0.00274931674285714
crohn	0.0013659	0.00236534	FALSE	0.00495848	1389	9	14244748	14902924	0.0115870756485356
uc	0.0028249	0.0051001	FALSE	1.66304e-08	1389	9	14244748	14902924	3.76498540206186e-07
cad	0.000241602	0.000469025	FALSE	1.09773e-08	1389	9	14244748	14902924	1.37186257377049e-07
psoriasis	0.000122384	0.00042811	FALSE	0.214148	1390	9	14902925	15839403	0.25401410214168
crohn	0.000890298	0.00154173	FALSE	0.0189885	1390	9	14902925	15839403	0.0344041435523114
uc	0.000178286	0.000321879	FALSE	0.29622	1390	9	14902925	15839403	0.326719799095932
cad	8.77458e-05	0.000170342	FALSE	0.00348673	1390	9	14902925	15839403	0.00726243306921676
psoriasis	0.000969615	0.00339181	FALSE	2.49538e-06	1391	9	15839404	16658377	2.09728435797665e-05
psa	0.00144526	0.00300434	FALSE	0.0266675	1391	9	15839404	16658377	0.063674791411043
crohn	0.00153554	0.0026591	FALSE	0.0013273	1391	9	15839404	16658377	0.00386595593220339
uc	0.000985087	0.00177849	FALSE	0.0117683	1391	9	15839404	16658377	0.024689284351145
cad	0.000165806	0.000321882	FALSE	1.24184e-05	1391	9	15839404	16658377	6.08155905781585e-05
crohn	0.000568625	0.000984688	FALSE	0.059759	1392	9	16658378	17392382	0.0880617453825858
uc	0.00100784	0.00181957	FALSE	0.00173608	1392	9	16658378	17392382	0.00543081435897436
cad	0.00012845	0.000249362	FALSE	1.4861e-05	1392	9	16658378	17392382	7.00765092783505e-05
psoriasis	0.000282497	0.000988201	FALSE	0.027974	1393	9	17392383	17990565	0.0494466775777414
psa	0.000979414	0.00203596	FALSE	0.0419667	1393	9	17392383	17990565	0.0879087171151776
crohn	0.000199279	0.000345091	FALSE	0.275253	1393	9	17392383	17990565	0.301586713094654
cad	2.88482e-05	5.60033e-05	FALSE	0.134783	1393	9	17392383	17990565	0.160797454877413
psa	0.000923122	0.00191895	FALSE	0.0834132	1394	9	17990566	18754196	0.142763489182058
crohn	0.000975117	0.00168861	FALSE	0.0159119	1394	9	17990566	18754196	0.0297217262541806
uc	0.00218004	0.00393586	FALSE	4.47725e-07	1394	9	17990566	18754196	6.554694e-06
cad	6.36824e-05	0.000123627	FALSE	0.0272004	1394	9	17990566	18754196	0.0416102440133779
psoriasis	0.000543549	0.00190139	FALSE	0.00165349	1395	9	18754197	19463292	0.00484604938941655
psa	0.000495455	0.00102993	FALSE	0.219478	1395	9	18754197	19463292	0.280390945645056
crohn	0.00057174	0.000990083	FALSE	0.0952093	1395	9	18754197	19463292	0.12638002150921
uc	0.00151334	0.0027322	FALSE	0.000175221	1395	9	18754197	19463292	0.000851294946902655
cad	0.000206821	0.000401503	FALSE	2.95882e-08	1395	9	18754197	19463292	3.28486472815534e-07
psoriasis	0.00119902	0.00419429	FALSE	3.33777e-08	1396	9	19463293	20483880	5.07717126760563e-07
psa	0.000850585	0.00176816	FALSE	0.122556	1396	9	19463293	20483880	0.18737855145326
crohn	0.00250749	0.00434222	FALSE	2.34909e-06	1396	9	19463293	20483880	1.87423823571429e-05
uc	0.00142443	0.00257169	FALSE	0.000900696	1396	9	19463293	20483880	0.00316975707692308
cad	0.000155764	0.000302387	FALSE	4.05786e-05	1396	9	19463293	20483880	0.000166612671813285
psa	0.000479367	0.000996487	FALSE	0.218145	1397	9	20483881	21674032	0.279099388560158
crohn	0.00145808	0.00252497	FALSE	0.000756437	1397	9	20483881	21674032	0.00239021252899576
uc	0.000230678	0.000416469	FALSE	0.253751	1397	9	20483881	21674032	0.287383804022692
cad	0.00018862	0.00036617	FALSE	1.28123e-07	1397	9	20483881	21674032	1.1911272398374e-06
psoriasis	0.000384152	0.0013438	FALSE	0.0214815	1398	9	21674033	23091193	0.039556726342711
crohn	0.000931053	0.00161231	FALSE	0.0269494	1398	9	21674033	23091193	0.0462759105303613
uc	0.00148445	0.00268005	FALSE	0.000448646	1398	9	21674033	23091193	0.00176563909677419
cad	0.0031398	0.00609534	FALSE	9.2788e-288	1398	9	21674033	23091193	2.12206156e-284
psoriasis	0.00044804	0.00156729	FALSE	0.00616183	1399	9	23091194	23859374	0.0144511973941368
psa	0.00040365	0.00083909	FALSE	0.258138	1399	9	23091194	23859374	0.313764239850094
crohn	0.00100264	0.00173627	FALSE	0.0131746	1399	9	23091194	23859374	0.0254822999134199
uc	0.0017482	0.00315622	FALSE	2.09745e-05	1399	9	23091194	23859374	0.0001510164
cad	9.63914e-05	0.000187126	FALSE	0.00236976	1399	9	23091194	23859374	0.00527715785783836
psoriasis	1.38864e-05	4.8576e-05	FALSE	0.441173	1400	9	23859375	24757729	0.449497018867924
crohn	0.000177421	0.000307239	FALSE	0.294402	1400	9	23859375	24757729	0.319114055312955
uc	0.000249685	0.000450785	FALSE	0.203418	1400	9	23859375	24757729	0.241854860855441
cad	2.29831e-05	4.46174e-05	FALSE	0.18371	1400	9	23859375	24757729	0.207376490621915
psoriasis	0.00036384	0.00127275	FALSE	0.0309979	1401	9	24757730	25957606	0.0542149506072874
psa	0.000958298	0.00199207	FALSE	0.0974816	1401	9	24757730	25957606	0.160320979898649
crohn	0.00273382	0.00473416	FALSE	4.25668e-07	1401	9	24757730	25957606	4.30290638914027e-06
uc	0.00104954	0.00189485	FALSE	0.00913121	1401	9	24757730	25957606	0.0199325419085487
cad	0.00011188	0.000217194	FALSE	0.00170654	1401	9	24757730	25957606	0.00402057426364573
psoriasis	0.000182494	0.000638382	FALSE	0.109463	1402	9	25957607	26747214	0.148424406779661
psa	0.000915248	0.00190258	FALSE	0.0616088	1402	9	25957607	26747214	0.115230118731988
crohn	0.000552749	0.000957196	FALSE	0.0760869	1402	9	25957607	26747214	0.10605925452277
uc	0.00138273	0.00249639	FALSE	0.000126558	1402	9	25957607	26747214	0.000663296821002387
cad	5.94399e-05	0.000115391	FALSE	0.0216278	1402	9	25957607	26747214	0.0343491518055556
psoriasis	0.000517239	0.00180935	FALSE	0.000914527	1403	9	26747215	27366479	0.0029264864
psa	0.0011018	0.00229038	FALSE	0.0339798	1403	9	26747215	27366479	0.0752173227272727
crohn	0.000479494	0.00083034	FALSE	0.104384	1403	9	26747215	27366479	0.136610343292326
uc	0.000536018	0.000967733	FALSE	0.0580304	1403	9	26747215	27366479	0.0880074298342542
cad	0.000157795	0.000306329	FALSE	1.06594e-06	1403	9	26747215	27366479	7.59440741433022e-06
psoriasis	0.000314323	0.00109953	FALSE	0.0315839	1404	9	27366480	28067454	0.0548843314561545
crohn	0.000343664	0.000595123	FALSE	0.195314	1404	9	27366480	28067454	0.227611620239958
uc	0.000760989	0.0013739	FALSE	0.0218767	1404	9	27366480	28067454	0.0401682551839465
cad	5.60659e-05	0.000108842	FALSE	0.0369036	1404	9	27366480	28067454	0.0540669655349135
psoriasis	0.000213994	0.00074857	FALSE	0.0872177	1405	9	28067455	28766060	0.123292036649215
crohn	0.00124306	0.00215261	FALSE	0.00214812	1405	9	28067455	28766060	0.00581684858181818
uc	0.000835535	0.00150849	FALSE	0.0121357	1405	9	28067455	28766060	0.0252128639545885
cad	7.96593e-05	0.000154644	FALSE	0.00582984	1405	9	28067455	28766060	0.011166536080402
crohn	0.000528879	0.000915861	FALSE	0.0484055	1406	9	28766061	29596501	0.0746801994478951
uc	0.00019675	0.000355214	FALSE	0.220752	1406	9	28766061	29596501	0.256900578696343
cad	1.92099e-05	3.72924e-05	FALSE	0.189282	1406	9	28766061	29596501	0.213140292466765
psa	0.000594406	0.00123563	FALSE	0.0995301	1407	9	29596502	30410078	0.16235169706622
crohn	6.07105e-05	0.000105132	FALSE	0.397946	1407	9	29596502	30410078	0.411579335185185
uc	0.000179838	0.000324682	FALSE	0.234483	1407	9	29596502	30410078	0.270018179339276
cad	3.09062e-05	5.99986e-05	FALSE	0.0845487	1407	9	29596502	30410078	0.10887549375
uc	0.000159561	0.000288074	FALSE	0.217395	1408	9	30410079	31115153	0.253514445859873
psoriasis	0.000190849	0.000667609	FALSE	0.0661742	1409	9	31115154	32253283	0.0990549355509356
psoriasis	0.00330532	0.0115623	FALSE	2.89116e-41	1410	9	32253284	33194892	4.46064685714286e-39
psa	0.00311056	0.0064661	FALSE	4.73968e-06	1410	9	32253284	33194892	0.000130325241666667
crohn	0.000469172	0.000812466	FALSE	0.116962	1410	9	32253284	33194892	0.150427811168682
uc	0.000305166	0.000550951	FALSE	0.182739	1410	9	32253284	33194892	0.221505139072848
cad	6.35311e-05	0.000123334	FALSE	0.0188343	1410	9	32253284	33194892	0.0305923608664773
psoriasis	0.0005629	0.00196908	FALSE	0.000192184	1411	9	33194893	34704544	0.000826927171314741
psa	0.00138392	0.00287682	FALSE	0.00895924	1411	9	33194893	34704544	0.0294008111973019
crohn	0.000383837	0.00066469	FALSE	0.138276	1411	9	33194893	34704544	0.172189846153846
uc	0.000655824	0.00118403	FALSE	0.0229552	1411	9	33194893	34704544	0.0418981843853821
cad	1.37295e-05	2.66532e-05	FALSE	0.285894	1411	9	33194893	34704544	0.303732295401765
psoriasis	0.000756789	0.00264732	FALSE	9.06065e-05	1412	9	34704545	36749273	0.000435879821826281
psa	0.00331423	0.00688948	FALSE	1.71386e-05	1412	9	34704545	36749273	0.00029255890877193
crohn	0.0025788	0.00446571	FALSE	7.58392e-07	1412	9	34704545	36749273	7.11868793277311e-06
uc	0.000600154	0.00108353	FALSE	0.0728432	1412	9	34704545	36749273	0.105423913043478
cad	0.000175566	0.000340829	FALSE	3.58097e-06	1412	9	34704545	36749273	2.09991753589744e-05
psoriasis	9.35359e-05	0.000327198	FALSE	0.265548	1413	9	36749274	37687112	0.301568706624606
psa	6.31787e-05	0.000131333	FALSE	0.442699	1413	9	36749274	37687112	0.455574962453728
crohn	0.000625491	0.00108316	FALSE	0.0651748	1413	9	36749274	37687112	0.0941179723335488
uc	0.000465059	0.000839623	FALSE	0.0966429	1413	9	36749274	37687112	0.13272533358349
cad	4.87983e-05	9.47328e-05	FALSE	0.0553043	1413	9	36749274	37687112	0.076331281894991
psoriasis	0.000717552	0.00251007	FALSE	0.000176224	1414	9	37687113	38822977	0.000771347368421053
psa	0.00402388	0.00836466	FALSE	4.0385e-07	1414	9	37687113	38822977	2.31144735294118e-05
crohn	0.000875886	0.00151677	FALSE	0.0328072	1414	9	37687113	38822977	0.0540895090774908
uc	0.000886319	0.00160017	FALSE	0.0177571	1414	9	37687113	38822977	0.033878880625543
cad	0.000158802	0.000308285	FALSE	1.72233e-05	1414	9	37687113	38822977	7.95751254545455e-05
psoriasis	9.66302e-05	0.000338022	FALSE	0.018178	1415	9	38822978	43903829	0.0345030579964851
psa	0.000574951	0.00119518	FALSE	0.000407919	1415	9	38822978	43903829	0.0031008217734375
crohn	9.49785e-06	1.64474e-05	FALSE	0.336333	1415	9	38822978	43903829	0.356098541232227
uc	5.44746e-05	9.83492e-05	FALSE	0.138367	1415	9	38822978	43903829	0.178318035211268
psoriasis	6.12817e-05	0.000214369	FALSE	0.031561	1416	9	43903830	66673058	0.0548843314561545
cad	7.11641e-07	1.38152e-06	FALSE	0.302787	1416	9	43903830	66673058	0.31911238202765
psoriasis	1.58687e-05	5.55103e-05	FALSE	0.447302	1418	9	70939678	72288878	0.455097654262836
psa	0.00160448	0.00333533	FALSE	0.0109904	1418	9	70939678	72288878	0.0340562394904459
crohn	0.0015308	0.00265088	FALSE	0.000657367	1418	9	70939678	72288878	0.00212957830724638
uc	0.00204236	0.0036873	FALSE	1.7722e-06	1418	9	70939678	72288878	2.00605731958763e-05
cad	4.67326e-05	9.07226e-05	FALSE	0.0745793	1418	9	70939678	72288878	0.0980810000575043
psa	0.00111971	0.0023276	FALSE	0.0451709	1419	9	72288879	73915494	0.0934139972369819
crohn	0.000991038	0.00171618	FALSE	0.0128515	1419	9	72288879	73915494	0.02505257504363
uc	0.00150044	0.00270891	FALSE	0.000139308	1419	9	72288879	73915494	0.000706513551963048
cad	5.05569e-05	9.81468e-05	FALSE	0.0553662	1419	9	72288879	73915494	0.0763706268998794
psoriasis	0.000175408	0.000613596	FALSE	0.134345	1420	9	73915495	74950318	0.174285405405405
psa	0.000970654	0.00201775	FALSE	0.0637057	1420	9	73915495	74950318	0.117955558705994
crohn	0.000307426	0.00053237	FALSE	0.217634	1420	9	73915495	74950318	0.247418340793489
uc	0.00156099	0.00281824	FALSE	5.98752e-05	1420	9	73915495	74950318	0.0003657804
cad	0.000102183	0.00019837	FALSE	0.00100429	1420	9	73915495	74950318	0.00265834633101852
psoriasis	0.000218668	0.000764921	FALSE	0.052487	1421	9	74950319	76197744	0.0829955490483163
psa	0.00038415	0.000798555	FALSE	0.214807	1421	9	74950319	76197744	0.275371819499341
crohn	0.000990197	0.00171472	FALSE	0.00340303	1421	9	74950319	76197744	0.00859024748022599
uc	2.55175e-06	4.60696e-06	FALSE	0.476296	1421	9	74950319	76197744	0.477382937471474
cad	4.3195e-05	8.3855e-05	FALSE	0.0444696	1421	9	74950319	76197744	0.0636034866791745
psa	0.00194166	0.00403623	FALSE	0.00386345	1422	9	76197745	77862308	0.0161588991416309
crohn	0.00291075	0.00504054	FALSE	1.95569e-08	1422	9	76197745	77862308	2.91267430666667e-07
uc	0.000905209	0.00163428	FALSE	0.0136617	1422	9	76197745	77862308	0.027727442883549
cad	0.000110755	0.000215011	FALSE	0.00098175	1422	9	76197745	77862308	0.00261685576923077
psoriasis	0.00022666	0.00079288	FALSE	0.0810653	1423	9	77862309	78630915	0.116346211295681
psa	0.00135261	0.00281174	FALSE	0.0197732	1423	9	77862309	78630915	0.051718611827957
crohn	0.00143202	0.00247983	FALSE	0.000767828	1423	9	77862309	78630915	0.00241390141209564
uc	0.000902614	0.00162959	FALSE	0.00910661	1423	9	77862309	78630915	0.0199184417928287
