locus	chr	start	stop	h2.obs_psoriasis	p_psoriasis	fdr_within_pheno_psoriasis	h2.obs_outcome	p_outcome	fdr_within_pheno_outcome	outcome	local_h2_pass_p05	local_h2_pass_fdr10	min_h2_p
2314	19	6455429	7249359	0.00108559	2.69869e-07	3.29331661016949e-06	0.00200395	0.00392819	0.0163688602569593	psa	TRUE	TRUE	0.00392819
879	5	122005292	123191941	0.000413288	0.00406647	0.010225349476135	0.00237854	0.000106156	0.00108726092631579	psa	TRUE	TRUE	0.00406647
1538	10	55867695	57044845	0.000681428	0.000157276	0.000703346086956522	0.00188086	0.00408306	0.016903550955414	psa	TRUE	TRUE	0.00408306
1912	13	71976863	73114509	0.000476243	0.00410365	0.0102829280742459	0.00287534	4.49087e-05	0.00054620206375	psa	TRUE	TRUE	0.00410365
2256	18	21622717	22746153	0.000692204	0.000259549	0.00105778460377358	0.00199683	0.00410754	0.0169349000847458	psa	TRUE	TRUE	0.00410754
895	5	143605909	145319096	0.000687181	6.38593e-05	0.000330701684210526	0.00175146	0.0041333	0.0170050778012685	psa	TRUE	TRUE	0.0041333
2227	17	70495120	71466953	0.000731893	0.000566942	0.00200097176470588	0.00223094	0.0041739	0.0171358848101266	psa	TRUE	TRUE	0.0041739
1823	12	92061180	93487547	0.0005977	0.00114473	0.00354243094555874	0.00198572	0.00419133	0.0171712172210526	psa	TRUE	TRUE	0.00419133
1945	13	107037865	108521978	0.000615205	0.00425665	0.0106170484988453	0.00381716	2.94906e-05	0.000428273937313433	psa	TRUE	TRUE	0.00425665
1758	12	18470024	19532765	0.000431834	0.00427723	0.0106315498273878	0.00196433	0.00130203	0.007344204	psa	TRUE	TRUE	0.00427723
473	3	60571140	61277587	0.000441661	0.00434146	0.0107540752293578	0.00186149	0.00250544	0.0122810736523929	psa	TRUE	TRUE	0.00434146
130	1	172465154	173582511	0.00109561	6.44446e-10	1.43505501030928e-08	0.00158846	0.00435686	0.0177003122338205	psa	TRUE	TRUE	0.00435686
2308	19	1515921	2253174	0.000872107	1.67146e-06	1.51060820083682e-05	0.00166818	0.00459712	0.0184845071900826	psa	TRUE	TRUE	0.00459712
1893	13	50419897	51554236	0.000817655	2.60849e-06	2.17542023166023e-05	0.00168089	0.00459738	0.0184845071900826	psa	TRUE	TRUE	0.00459738
1057	6	129850179	130550137	0.000897144	1.76015e-06	1.57104297520661e-05	0.00181049	0.00466617	0.0186455170841889	psa	TRUE	TRUE	0.00466617
2379	20	9279551	10279603	0.000942864	5.14768e-06	3.94290382978723e-05	0.00202573	0.00471343	0.018724134	psa	TRUE	TRUE	0.00471343
441	3	20754843	21790867	0.000867249	1.34752e-05	9.06742429906542e-05	0.00197889	0.00471471	0.018724134	psa	TRUE	TRUE	0.00471471
640	4	39820062	40590541	0.000564409	0.000748418	0.00247562462480858	0.00173667	0.00482425	0.0190357010931174	psa	TRUE	TRUE	0.00482425
48	1	55727135	56799636	0.000417116	0.00485659	0.0118399936794582	0.00185596	0.00190828	0.00985016679045093	psa	TRUE	TRUE	0.00485659
51	1	58387484	59889045	0.000728348	0.000191383	0.000825124311377245	0.00199918	0.00489549	0.0192247144758065	psa	TRUE	TRUE	0.00489549
791	5	16592320	17803477	0.000872913	2.44263e-05	0.000149888659090909	0.00204967	0.00490003	0.0192247144758065	psa	TRUE	TRUE	0.00490003
2280	18	51060987	52512523	0.00152333	1.32518e-17	7.73618594594595e-16	0.0013716	0.00493333	0.01930873562249	psa	TRUE	TRUE	0.00493333
262	2	54688235	55663336	0.000533224	0.000671367	0.00226232873634945	0.00163125	0.00494129	0.01930873562249	psa	TRUE	TRUE	0.00494129
1948	13	109813577	110995432	0.000955043	2.50581e-05	0.000152896881355932	0.00223993	0.00497645	0.0194071577154309	psa	TRUE	TRUE	0.00497645
2338	19	31763009	33028099	0.000459584	0.00498048	0.012101053768279	0.00333482	4.25671e-06	0.000128936870461538	psa	TRUE	TRUE	0.00498048
777	5	1206610	2106885	0.000757302	0.000162099	0.000721925443298969	0.00204399	0.00499372	0.01943555824	psa	TRUE	TRUE	0.00499372
1191	7	105312564	106399739	0.00124415	1.63084e-08	2.609344e-07	0.00204178	0.00503058	0.0195205422222222	psa	TRUE	TRUE	0.00503058
648	4	47408266	49325138	0.000573815	0.000244795	0.0010090786259542	0.00158678	0.00505568	0.0195205422222222	psa	TRUE	TRUE	0.00505568
1595	10	121874446	122803506	0.000846264	8.62718e-06	6.27431272727273e-05	0.00183573	0.00513719	0.0197954350197628	psa	TRUE	TRUE	0.00513719
1951	13	112319065	113573118	0.000535383	0.00516257	0.0125012905829596	0.0048018	3.31033e-08	2.80082703478261e-06	psa	TRUE	TRUE	0.00516257
162	1	211082893	212347582	0.000420646	0.00524093	0.0126768295632699	0.00232788	0.000248154	0.00211801615789474	psa	TRUE	TRUE	0.00524093
1359	8	134509449	135313673	0.000603628	0.00111775	0.00346390243902439	0.00193687	0.0052587	0.0200262821917808	psa	TRUE	TRUE	0.0052587
2114	16	10351809	11022542	0.000895573	2.14027e-06	1.83451714285714e-05	0.00177022	0.00531082	0.020145917582846	psa	TRUE	TRUE	0.00531082
1561	10	81763231	82378048	0.000353774	0.00427531	0.0106315498273878	0.00133857	0.00536073	0.0202562729708738	psa	TRUE	TRUE	0.00536073
2028	14	102004378	103617472	0.000720622	3.15233e-05	0.000182547796246649	0.00164245	0.00563202	0.0211990540038685	psa	TRUE	TRUE	0.00563202
1701	11	94384536	95327210	0.000442741	0.00565727	0.0135173707964602	0.00260737	0.000128404	0.00126839687309645	psa	TRUE	TRUE	0.00565727
382	2	203639687	205038119	0.000532962	0.000347108	0.00132465243816254	0.00147842	0.00569136	0.0212843190804598	psa	TRUE	TRUE	0.00569136
2373	20	3736552	4591847	0.000659548	0.000447274	0.00164865501706485	0.00190263	0.00570936	0.0212843190804598	psa	TRUE	TRUE	0.00570936
2435	21	19479025	20407307	0.00048491	0.00576899	0.0137538834437086	0.00198308	0.00375777	0.0159100907592191	psa	TRUE	TRUE	0.00576899
1555	10	73514215	75694023	0.00154832	1.22476e-16	6.45239414634146e-15	0.00144054	0.00577232	0.0214368983206107	psa	TRUE	TRUE	0.00577232
2126	16	26154123	27443061	0.000552718	0.00578068	0.0137665587651599	0.00251968	0.0018135	0.00954188666666667	psa	TRUE	TRUE	0.00578068
2167	16	85146806	86058597	0.00141637	2.9748e-09	5.68634336283186e-08	0.00212399	0.00584518	0.0216249434980989	psa	TRUE	TRUE	0.00584518
2363	19	54602371	55182973	0.000453839	0.00588825	0.0139611635565313	0.0017934	0.00465832	0.0186455170841889	psa	TRUE	TRUE	0.00588825
98	1	111134063	112489248	0.00134577	2.28417e-09	4.52642862385321e-08	0.00202242	0.00590294	0.0216645034210526	psa	TRUE	TRUE	0.00590294
2203	17	37361179	38880481	0.000948484	3.83212e-08	5.70853737931034e-07	0.00151621	0.00591752	0.0216645034210526	psa	TRUE	TRUE	0.00591752
1958	14	23985937	24906056	0.000843657	1.11816e-05	7.74110769230769e-05	0.0017859	0.00603171	0.0219780876261682	psa	TRUE	TRUE	0.00603171
1208	7	128779174	130418704	0.000525059	0.00235936	0.00650857931034483	0.00179652	0.00603767	0.0219780876261682	psa	TRUE	TRUE	0.00603767
1950	13	111621245	112319064	0.000415493	0.00556002	0.0133144603104213	0.00160628	0.00604228	0.0219780876261682	psa	TRUE	TRUE	0.00604228
2478	22	33501726	34361897	0.000469182	0.00609274	0.014358558778626	0.00349158	4.40259e-06	0.000129809699090909	psa	TRUE	TRUE	0.00609274
1671	11	60515106	61717117	0.000966848	7.88979e-07	8.19324346153846e-06	0.00178485	0.0061741	0.022363120929368	psa	TRUE	TRUE	0.0061741
692	4	102544804	104384534	0.000920936	6.78814e-07	7.40524363636364e-06	0.00168945	0.00618261	0.022363120929368	psa	TRUE	TRUE	0.00618261
318	2	125741529	126754027	0.000296629	0.00619919	0.0145230481561822	0.00185171	0.000107116	0.00109134940314136	psa	TRUE	TRUE	0.00619919
161	1	209711170	211082892	0.000500527	0.00526771	0.012690710367893	0.0019069	0.00624651	0.0225193282222222	psa	TRUE	TRUE	0.00624651
82	1	94168577	95122541	0.000597016	0.000299887	0.00118419729433272	0.00163152	0.00630769	0.0226890290942699	psa	TRUE	TRUE	0.00630769
397	2	220771553	221445191	0.00034732	0.00638114	0.0149008242162162	0.00177863	0.000798292	0.00502743117152104	psa	TRUE	TRUE	0.00638114
2096	15	96864279	98025684	0.000607625	0.00149559	0.00443137777777778	0.00193696	0.00645121	0.0230773063602941	psa	TRUE	TRUE	0.00645121
1241	8	4273084	4893120	0.000543296	0.00662139	0.0153787122580645	0.00278732	0.000729054	0.00473375813953488	psa	TRUE	TRUE	0.00662139
2150	16	72089512	73140781	0.000693276	2.76199e-05	0.00016300268852459	0.00154402	0.00668137	0.0237261788686131	psa	TRUE	TRUE	0.00668137
193	1	241813535	242417923	0.000393059	0.00672094	0.0155264496256684	0.00169433	0.00330197	0.0148741518981481	psa	TRUE	TRUE	0.00672094
698	4	109978983	111733579	0.000651008	0.000573984	0.002017296	0.0018744	0.0067366	0.0238353156363636	psa	TRUE	TRUE	0.0067366
1109	7	11232448	11855413	0.000449069	0.00679348	0.0156605302027748	0.00260243	0.000220088	0.00195566779908676	psa	TRUE	TRUE	0.00679348
2038	15	25384328	26392947	0.000527139	0.00692487	0.0159347961661342	0.00307665	0.00016799	0.00157926830917874	psa	TRUE	TRUE	0.00692487
2185	17	11778165	12676353	0.000441241	0.00696515	0.0159880170031881	0.0030693	1.86678e-05	0.000309234242372881	psa	TRUE	TRUE	0.00696515
276	2	70756284	71385813	0.000401122	0.00698514	0.0160168815286624	0.00186222	0.00210013	0.0105877020207254	psa	TRUE	TRUE	0.00698514
1750	12	10176714	10946140	0.000737205	6.96301e-06	5.18396288659794e-05	0.00149525	0.00698981	0.0246416127898551	psa	TRUE	TRUE	0.00698981
1858	12	129887419	130629840	0.00073752	0.000205138	0.000870526679764244	0.0019254	0.00702658	0.0246981823826715	psa	TRUE	TRUE	0.00702658
2381	20	11257013	12353961	0.000411566	0.00706386	0.0161081088607595	0.0027152	5.12208e-05	0.000611507219631902	psa	TRUE	TRUE	0.00706386
46	1	53114187	54771293	0.000704878	0.000345981	0.00132268842477876	0.00192136	0.00711916	0.0248931830879713	psa	TRUE	TRUE	0.00711916
137	1	181324206	182420540	0.000539681	0.00105894	0.00332941834061135	0.00164024	0.00712332	0.0248931830879713	psa	TRUE	TRUE	0.00712332
1967	14	34695196	35379988	0.00106608	3.34986e-10	8.22238363636364e-09	0.00136473	0.00712513	0.0248931830879713	psa	TRUE	TRUE	0.00712513
2183	17	9619357	10572617	0.0010214	2.12225e-06	1.833624e-05	0.00195269	0.00716297	0.024980536953405	psa	TRUE	TRUE	0.00716297
1872	13	27392006	28587125	0.000515888	0.00716985	0.0162336226415094	0.00230535	0.00277748	0.013024038746988	psa	TRUE	TRUE	0.00716985
2229	17	72383473	73741321	0.000440619	0.00727235	0.0163627875	0.00203859	0.00217567	0.0109119943814433	psa	TRUE	TRUE	0.00727235
782	5	5828695	6936733	0.000657961	0.000771484	0.00253308673748103	0.00192995	0.00736287	0.0256317442218247	psa	TRUE	TRUE	0.00736287
2336	19	29389091	30375792	0.000436001	0.00742672	0.0166063304347826	0.00197037	0.00277328	0.013024038746988	psa	TRUE	TRUE	0.00742672
2197	17	29783142	31318753	0.000778896	2.98531e-05	0.00017570216893733	0.00172305	0.00754648	0.0261060220603908	psa	TRUE	TRUE	0.00754648
2085	15	85494084	86341598	0.000396749	0.00167878	0.0049002227027027	0.00124314	0.00755277	0.0261060220603908	psa	TRUE	TRUE	0.00755277
1559	10	79952997	81190573	0.00266044	7.12325e-23	6.154488e-21	0.00207895	0.00766502	0.0263071056790123	psa	TRUE	TRUE	0.00766502
1656	11	43949378	45019559	0.000794363	0.000230959	0.00096680511627907	0.00206913	0.00779131	0.0266478194727592	psa	TRUE	TRUE	0.00779131
1740	12	60317	1078397	0.000962051	8.73582e-07	8.81746317757009e-06	0.00172147	0.0080182	0.0272465131588133	psa	TRUE	TRUE	0.0080182
1611	11	1061400	1857845	0.00038098	0.00807043	0.0178242625766871	0.00157068	0.00569976	0.0212843190804598	psa	TRUE	TRUE	0.00807043
1375	9	3079046	4025355	0.000546824	0.00366056	0.00933507626918536	0.0018812	0.00822523	0.0277880383044983	psa	TRUE	TRUE	0.00822523
928	6	2746532	3964072	0.00125733	8.27902e-08	1.13181539240506e-06	0.00203704	0.00824766	0.0277880383044983	psa	TRUE	TRUE	0.00824766
2137	16	55907390	57119889	0.00079978	3.60536e-05	0.0002028015	0.00177898	0.00825359	0.0277880383044983	psa	TRUE	TRUE	0.00825359
889	5	134556571	135344943	0.000571543	0.000422156	0.00156946120481928	0.00152981	0.00832979	0.0278997785542169	psa	TRUE	TRUE	0.00832979
1453	9	109150718	110630150	0.00160436	6.05946e-11	1.69979657142857e-09	0.00205297	0.00837987	0.0280192904123711	psa	TRUE	TRUE	0.00837987
2358	19	51259179	51903804	0.000736849	0.000159821	0.000713250743801653	0.00178656	0.0084546	0.0282206716981132	psa	TRUE	TRUE	0.0084546
2261	18	27823156	28792734	0.000455963	0.00274547	0.007412769	0.00150612	0.00852842	0.0284183310273973	psa	TRUE	TRUE	0.00852842
583	3	185709997	186602045	0.000445802	0.00854757	0.0186492436363636	0.00274179	0.000154941	0.00147801561764706	psa	TRUE	TRUE	0.00854757
119	1	161945443	163141862	0.00046487	0.00786233	0.0174359679671458	0.00179049	0.00861951	0.0286727631794872	psa	TRUE	TRUE	0.00861951
217	2	11995766	12732506	0.000435561	0.00879507	0.0191312700906344	0.0017349	0.00779168	0.0266478194727592	psa	TRUE	TRUE	0.00879507
1225	7	152253295	153241228	0.000455817	0.00880663	0.0191371436619718	0.00265222	0.000304871	0.00252459134468085	psa	TRUE	TRUE	0.00880663
2492	22	48269178	48977538	0.000498806	0.00883413	0.0191583542168675	0.00212309	0.00475305	0.0188379537678208	psa	TRUE	TRUE	0.00883413
1883	13	40091624	41003943	0.000842713	1.1657e-05	7.96807594936709e-05	0.00171483	0.00895586	0.0294008111973019	psa	TRUE	TRUE	0.00895586
1631	11	19780785	20686336	0.000511155	0.00895757	0.0193871254509018	0.00277446	0.000660722	0.00434380071621622	psa	TRUE	TRUE	0.00895757
1411	9	33194893	34704544	0.0005629	0.000192184	0.000826927171314741	0.00138392	0.00895924	0.0294008111973019	psa	TRUE	TRUE	0.00895924
361	2	176734751	178149981	0.000620572	0.00107387	0.00335196416184971	0.00181708	0.00909168	0.0297351416470588	psa	TRUE	TRUE	0.00909168
268	2	60775067	62429910	0.00254717	4.31402e-30	4.6591416e-28	0.00145351	0.00911332	0.0297559072483221	psa	TRUE	TRUE	0.00911332
348	2	163607636	164702312	0.00146558	8.42459e-15	3.87172646808511e-13	0.0013904	0.00918618	0.0299435616080402	psa	TRUE	TRUE	0.00918618
1087	6	163336362	164687462	0.000512619	0.00925641	0.0199539377245509	0.0034453	5.68164e-05	0.000650380672941177	psa	TRUE	TRUE	0.00925641
439	3	17182495	19030988	0.000837575	1.58628e-06	1.45802757446809e-05	0.00149574	0.00927927	0.0301964204347826	psa	TRUE	TRUE	0.00927927
1091	6	167714866	168707338	0.000429807	0.00934375	0.0201221335992024	0.00184855	0.00450859	0.0182405740956341	psa	TRUE	TRUE	0.00934375
1438	9	93441051	94175374	0.000375886	0.00936027	0.0201242579104478	0.00148778	0.00874732	0.0289494638095238	psa	TRUE	TRUE	0.00936027
1170	7	78685010	80055721	0.000373897	0.00936337	0.0201242579104478	0.00160454	0.00522972	0.0199941750884086	psa	TRUE	TRUE	0.00936337
2201	17	34474612	36116884	0.000813814	3.15192e-05	0.000182547796246649	0.00171165	0.00951979	0.0308758522333333	psa	TRUE	TRUE	0.00951979
2316	19	8199017	9105577	0.000385164	0.00957763	0.0205438736842105	0.00150875	0.00883	0.0291240338983051	psa	TRUE	TRUE	0.00957763
790	5	14910296	16592319	0.000426876	0.00823236	0.0181633274770174	0.00162239	0.00980022	0.0315830322847682	psa	TRUE	TRUE	0.00980022
1804	12	68839662	70097805	0.000436516	0.00992565	0.0211225655172414	0.00171626	0.00968648	0.0313121097674419	psa	TRUE	TRUE	0.00992565
593	3	195710291	196383152	0.000689913	1.08213e-05	7.58896363636364e-05	0.0013399	0.00993015	0.0318353738056013	psa	TRUE	TRUE	0.00993015
1061	6	134313644	135544083	0.00130377	1.68837e-09	3.40829831775701e-08	0.00175291	0.0100533	0.0321300896551724	psa	TRUE	TRUE	0.0100533
2115	16	11022543	11916631	0.00221687	1.22666e-22	9.46280571428571e-21	0.00157853	0.0100551	0.0321300896551724	psa	TRUE	TRUE	0.0100551
1367	8	142611890	143611461	0.000490475	0.00287282	0.00767032286773795	0.00156725	0.0100797	0.0321558954098361	psa	TRUE	TRUE	0.0100797
507	3	100552523	101906989	0.00173262	1.10858e-18	7.04274352941177e-17	0.00135318	0.0101585	0.0322486802610114	psa	TRUE	TRUE	0.0101585
1784	12	44923826	46037744	0.000580345	3.20122e-05	0.000184883294117647	0.00120007	0.0101917	0.0322488588617886	psa	TRUE	TRUE	0.0101917
977	6	42103739	43770626	0.000626413	0.000812459	0.00264293891566265	0.0017287	0.0102266	0.0322543980551054	psa	TRUE	TRUE	0.0102266
325	2	133352951	134359059	0.000407674	0.010443	0.0219638558909445	0.00254329	0.000225297	0.00199285437272727	psa	TRUE	TRUE	0.010443
770	4	186232883	186881568	0.000513198	0.00287659	0.00767090666666667	0.00163149	0.0105512	0.0329576808988764	psa	TRUE	TRUE	0.0105512
2104	16	1996493	3379996	0.000788394	6.6769e-05	0.000341756018957346	0.00170329	0.01077	0.0335298593301435	psa	TRUE	TRUE	0.01077
2380	20	10279604	11257012	0.000719058	0.000175447	0.00077025512195122	0.0017118	0.0108033	0.0335298593301435	psa	TRUE	TRUE	0.0108033
436	3	14312008	15150876	0.000425114	0.0108716	0.0227986951456311	0.00311063	2.91057e-05	0.000425862347368421	psa	TRUE	TRUE	0.0108716
1483	9	138995792	140097759	0.000404589	0.0109486	0.0229181860465116	0.00197781	0.00209344	0.0105877020207254	psa	TRUE	TRUE	0.0109486
2344	19	38472871	39370419	0.000341338	0.0111501	0.0232248948891032	0.00141924	0.00795079	0.0270967378984238	psa	TRUE	TRUE	0.0111501
1470	9	126092932	127184582	0.000383027	0.011242	0.0233903676612127	0.00168355	0.00565643	0.0212498316216216	psa	TRUE	TRUE	0.011242
2066	15	61130596	62106138	0.000801319	0.000126048	0.000579284425531915	0.00186379	0.0112569	0.0347852133333333	psa	TRUE	TRUE	0.0112569
5	1	3582048	4281476	0.000438879	0.00450912	0.0111057003420753	0.00144435	0.0112614	0.0347852133333333	psa	TRUE	TRUE	0.0112614
1887	13	43931932	45476446	0.00068505	0.000260636	0.00105840812030075	0.00167425	0.011302	0.0348001455696203	psa	TRUE	TRUE	0.011302
1846	12	117091844	118256124	0.00142194	4.78402e-10	1.11112722580645e-08	0.00180112	0.0113338	0.0348429301737757	psa	TRUE	TRUE	0.0113338
786	5	10549030	11850850	0.000472663	0.0117256	0.0242366468899522	0.00193297	0.00878821	0.0290354102886248	psa	TRUE	TRUE	0.0117256
486	3	74383138	75374967	0.00029565	0.0118	0.0243206106870229	0.00133633	0.00483229	0.0190357010931174	psa	TRUE	TRUE	0.0118
243	2	38887394	40087418	0.000331379	0.0119763	0.0246135185537583	0.0026384	1.39356e-05	0.000265869388235294	psa	TRUE	TRUE	0.0119763
415	2	238185483	238814630	0.000731834	1.94022e-05	0.000125100752238806	0.00144339	0.0120148	0.0365280290171607	psa	TRUE	TRUE	0.0120148
1378	9	5437592	6859791	0.00138711	2.77989e-10	6.95954482758621e-09	0.00171496	0.0120321	0.0365280290171607	psa	TRUE	TRUE	0.0120321
2005	14	75699502	76694201	0.000765267	2.53451e-05	0.000153779258426966	0.00154125	0.0120967	0.0366099194401244	psa	TRUE	TRUE	0.0120967
938	6	15069422	16566882	0.0010699	7.1678e-07	7.78012462311558e-06	0.00178611	0.0121788	0.0366872210526316	psa	TRUE	TRUE	0.0121788
1296	8	59555978	60476248	0.000369026	0.0122239	0.0250271317535545	0.00194283	0.00157528	0.00851526355555556	psa	TRUE	TRUE	0.0122239
345	2	159040980	160200379	0.000365301	0.0123878	0.0252669008498584	0.00198413	0.0013146	0.00739367514450867	psa	TRUE	TRUE	0.0123878
1553	10	71672998	72659223	0.000487645	0.00754215	0.0168275368421053	0.0017409	0.0125707	0.0377508984567901	psa	TRUE	TRUE	0.0125707
839	5	75959516	77290255	0.000888608	2.39864e-05	0.000148030354285714	0.00178255	0.0127922	0.0382978787692308	psa	TRUE	TRUE	0.0127922
2424	20	58780895	59560457	0.000399523	0.0131107	0.0264664598130841	0.00227129	0.000819401	0.00511075110897436	psa	TRUE	TRUE	0.0131107
1727	11	122589225	123398882	0.00101386	5.08269e-07	5.778216e-06	0.00161946	0.0134919	0.0400843319083969	psa	TRUE	TRUE	0.0134919
2355	19	48573066	49415189	0.00120135	4.77663e-10	1.11112722580645e-08	0.00141774	0.0137118	0.0406136420091324	psa	TRUE	TRUE	0.0137118
2234	17	77412787	78438332	0.00224798	6.50793e-21	4.39285275e-19	0.00160393	0.013767	0.0406413709531014	psa	TRUE	TRUE	0.013767
1712	11	103495636	104875270	0.000483224	0.00102468	0.00323110773722628	0.0012942	0.0137993	0.0406413709531014	psa	TRUE	TRUE	0.0137993
2177	17	3430441	4463971	0.00111481	1.32987e-07	1.74092072727273e-06	0.00164409	0.0138047	0.0406413709531014	psa	TRUE	TRUE	0.0138047
1849	12	120567741	121817509	0.00034212	0.0139216	0.0278432	0.00136291	0.012645	0.0379155161787365	psa	TRUE	TRUE	0.0139216
1610	11	87150	1061399	0.000511263	0.00189551	0.00540858863936592	0.00146009	0.013923	0.0409277311178248	psa	TRUE	TRUE	0.013923
943	6	19449153	20418020	0.000423841	0.0139589	0.0278675933456562	0.00175853	0.00987216	0.0317540881983471	psa	TRUE	TRUE	0.0139589
2072	15	69089816	70767983	0.00140444	3.33903e-09	6.27156939130435e-08	0.00184609	0.0139788	0.041006381626506	psa	TRUE	TRUE	0.0139788
187	1	237409459	238094455	0.000625935	0.000304772	0.00119042951175407	0.00148884	0.0139919	0.041006381626506	psa	TRUE	TRUE	0.0139919
1617	11	5533058	6180840	0.000344967	0.0140019	0.0279178007380074	0.00199627	0.000948968	0.00574282126086957	psa	TRUE	TRUE	0.0140019
2332	19	22729409	23468992	0.000315085	0.00234908	0.0064885074168798	0.000892969	0.0140373	0.041077572631579	psa	TRUE	TRUE	0.0140373
1349	8	122622805	124001019	0.000412631	0.0141131	0.0280444305427783	0.00210401	0.00262123	0.012594848345679	psa	TRUE	TRUE	0.0141131
2352	19	45893308	46765060	0.000474439	0.00163219	0.00479664	0.00133105	0.0142649	0.0415843669150522	psa	TRUE	TRUE	0.0142649
1214	7	137657460	138755107	0.000766139	0.000174192	0.000766302892057026	0.00172424	0.0142877	0.0415843669150522	psa	TRUE	TRUE	0.0142877
1947	13	109156766	109813576	0.000796011	2.95636e-06	2.40065323308271e-05	0.00135724	0.0143364	0.0415843669150522	psa	TRUE	TRUE	0.0143364
2360	19	52678749	53431217	0.000525839	0.00138977	0.0041509591160221	0.00143122	0.0143387	0.0415843669150522	psa	TRUE	TRUE	0.0143387
1735	11	130500784	131424361	0.000437675	0.0143507	0.0284641983471074	0.00222039	0.00268349	0.0127679010757946	psa	TRUE	TRUE	0.0143507
191	1	240248509	241033584	0.000583107	0.00179403	0.00516156591211718	0.00163988	0.0143828	0.0416501916666667	psa	TRUE	TRUE	0.0143828
1072	6	149278799	150635315	0.000896104	2.78423e-06	2.29539572519084e-05	0.00153777	0.0144385	0.0417493625557207	psa	TRUE	TRUE	0.0144385
726	4	138537345	139553760	0.0005232	0.000740294	0.00245627502304147	0.00133758	0.0145099	0.0418929114074074	psa	TRUE	TRUE	0.0145099
1120	7	21390645	22165060	0.000447769	0.0145203	0.0287741724770642	0.00349817	2.07834e-05	0.000339869717647059	psa	TRUE	TRUE	0.0145203
652	4	55681702	57103100	0.0012069	4.87905e-09	8.78229e-08	0.00155933	0.0145312	0.0418929114074074	psa	TRUE	TRUE	0.0145312
475	3	62609819	63670803	0.000420203	0.0145478	0.0288022438130156	0.0032811	2.25593e-05	0.000362813204958678	psa	TRUE	TRUE	0.0145478
70	1	80781443	82123368	0.000427372	0.01458	0.0288395604395604	0.00240873	0.00114009	0.00666250792792793	psa	TRUE	TRUE	0.01458
2362	19	54042241	54602370	0.00086083	2.21531e-06	1.88388566929134e-05	0.00135765	0.0146033	0.0420384937869822	psa	TRUE	TRUE	0.0146033
1913	13	73114510	74437635	0.00117566	4.37321e-08	6.4259412244898e-07	0.00166747	0.0147153	0.0420958151824818	psa	TRUE	TRUE	0.0147153
1638	11	25662919	26356980	0.000285504	0.0147206	0.0290910301921317	0.00267335	2.33124e-06	8.24835098181818e-05	psa	TRUE	TRUE	0.0147206
1876	13	32986687	34722391	0.000532698	0.0035553	0.0091422	0.00164952	0.0147413	0.0420958151824818	psa	TRUE	TRUE	0.0147413
2242	18	3722829	4603961	0.00106347	1.60911e-06	1.47274474576271e-05	0.00175431	0.0147757	0.0420958151824818	psa	TRUE	TRUE	0.0147757
2238	18	10719	848350	0.000561064	0.00220096	0.00613428851612903	0.00160864	0.0147903	0.0420958151824818	psa	TRUE	TRUE	0.0147903
932	6	6621938	7808323	0.000630554	0.00221781	0.00616534054054054	0.00184094	0.014815	0.0420958151824818	psa	TRUE	TRUE	0.014815
947	6	23192338	23939306	0.000708495	6.39969e-05	0.000330701684210526	0.00146213	0.0148179	0.0420958151824818	psa	TRUE	TRUE	0.0148179
1575	10	97040173	98005994	0.000327735	0.0150157	0.0295306787989081	0.00188803	0.00113012	0.00662413710843374	psa	TRUE	TRUE	0.0150157
201	2	10181	789195	0.000327186	0.0150188	0.0295306787989081	0.0014893	0.00644275	0.0230773063602941	psa	TRUE	TRUE	0.0150188
1731	11	126304241	127306871	0.000414296	0.0152272	0.0298735258855586	0.00313503	4.43541e-05	0.000542849550943396	psa	TRUE	TRUE	0.0152272
192	1	241033585	241813534	0.000391656	0.0152783	0.0299465771324864	0.00177159	0.00672547	0.0238353156363636	psa	TRUE	TRUE	0.0152783
1171	7	80055722	81533566	0.000404983	0.0153103	0.029982092475068	0.00201826	0.00337391	0.0149900202283105	psa	TRUE	TRUE	0.0153103
1207	7	127903739	128779173	0.000860814	9.20445e-08	1.24260075e-06	0.00120261	0.0153187	0.0433287648255814	psa	TRUE	TRUE	0.0153187
2455	21	41344743	42187152	0.000399912	0.0153242	0.0299821304347826	0.00365064	2.0302e-06	7.61555873076923e-05	psa	TRUE	TRUE	0.0153242
1116	7	16739014	17596578	0.000827953	3.2923e-05	0.000188131428571429	0.00163835	0.0154567	0.0435923742028985	psa	TRUE	TRUE	0.0154567
1153	7	55161395	56303513	0.000604907	0.000180678	0.000786431227364185	0.00134104	0.0155181	0.0437022034732272	psa	TRUE	TRUE	0.0155181
1598	10	124894143	125798319	0.000418597	0.0155379	0.0303452658227848	0.00365065	4.30673e-06	0.000128936870461538	psa	TRUE	TRUE	0.0155379
769	4	185483263	186232882	0.000354881	0.0156	0.0304390243902439	0.00267921	5.34785e-05	0.000630722187878788	psa	TRUE	TRUE	0.0156
52	1	59889046	61377615	0.000965568	8.65415e-07	8.79282253521127e-06	0.00153099	0.0156886	0.0441185196531792	psa	TRUE	TRUE	0.0156886
467	3	54074845	54892586	0.000381032	0.0157538	0.0307113790613718	0.00363139	1.06268e-06	5.04702219512195e-05	psa	TRUE	TRUE	0.0157538
1180	7	92530166	93691725	0.000538592	0.00139134	0.0041509591160221	0.00144377	0.0160369	0.04490332	psa	TRUE	TRUE	0.0160369
