outcome	pair_scope	locus	chr	start	stop	rho	se_approx	z_approx	p	fdr_within_outcome	fdr_all_tests	direction	h2_psoriasis	h2_outcome	univ_p_psoriasis	univ_p_outcome
psa	positive_control_near_neighbor	53	1	61377616	62778733	0.582144	0.149381169707005	3.89703736516332	9.73766e-05	0.00017704836363636363	0.0007494775961538463	positive	0.00140672	0.00679789	2.07455e-09	7.21325e-13
psa	positive_control_near_neighbor	1649	11	36331190	37119024	0.54596	0.160435629195466	3.40298475306151	0.00066654	0.0011592	0.003968476615384615	positive	0.00180474	0.00312464	1.95074e-19	1.3164e-06
psa	positive_control_near_neighbor	2198	17	31318754	32356061	0.548699	0.178128994745379	3.08034635677545	0.0020676	0.003446	0.010128622784810127	positive	0.00130767	0.00427749	1.75946e-08	1.06682e-06
psa	positive_control_near_neighbor	1038	6	107309328	109043244	0.603701	0.197154009504961	3.06207822765486	0.00219806	0.003516896	0.010612877777777776	positive	0.00110843	0.00352412	1.68466e-07	8.33223e-06
psa	positive_control_near_neighbor	2370	20	884242	1771285	0.466065	0.159838131744219	2.91585615343541	0.00354714	0.005457138461538461	0.015085089890109888	positive	0.00176008	0.00418989	1.41166e-13	6.27921e-07
psa	positive_control_near_neighbor	888	5	132554691	134556570	0.587067	0.206933799742055	2.83697975261549	0.00455425	0.006747037037037037	0.0183593203125	positive	0.00110102	0.00385573	3.06746e-06	1.7999e-05
psa	positive_control_near_neighbor	2194	17	21432874	25872110	0.543831	0.204515948311444	2.65911291755025	0.00783467	0.011192385714285715	0.029154012403846154	positive	0.00088343	0.00224106	3.42594e-09	1.26574e-05
psa	positive_control_near_neighbor	2471	22	26166935	27192923	0.372741	0.14162534599626	2.63188059579282	0.00849137	0.01171223448275862	0.03031651486238532	positive	0.0026798	0.00429229	2.03917e-23	1.03538e-06
psa	positive_control_near_neighbor	407	2	230541093	231847386	0.510632	0.198935418830858	2.5668229569223	0.0102635	0.013684666666666668	0.03535638849557522	positive	0.00101901	0.00349305	4.58093e-07	5.51952e-06
psa	positive_control_near_neighbor	1856	12	128372589	129170296	0.486135	0.19369887745176	2.50974608833792	0.0120818	0.01558941935483871	0.04030738448275862	positive	0.00112845	0.0039305	6.03075e-07	3.56452e-06
psa	positive_control_near_neighbor	1071	6	148184845	149278798	0.462868	0.196308645729689	2.35785845437167	0.0183807	0.022310060606060608	0.05744390806451613	positive	0.00108857	0.00396821	1.195e-06	4.21692e-06
psa	positive_control_near_neighbor	771	4	186881569	187985393	0.445083	0.188806353887975	2.35735180959049	0.0184058	0.022310060606060608	0.05744390806451613	positive	0.000988522	0.00459365	4.32814e-06	1.10822e-07
psa	positive_control_near_neighbor	586	3	189451806	190591293	0.385829	0.164999174238339	2.33836927839817	0.0193681	0.022786	0.059487735714285714	positive	0.00158459	0.00398653	2.82813e-12	9.10009e-07
psa	positive_control_near_neighbor	2204	17	38880482	40233545	0.4694	0.206566255046775	2.27239439420398	0.0230627	0.026357371428571426	0.068131793129771	positive	0.000721992	0.00362909	2.15192e-05	1.97183e-07
psa	positive_control_near_neighbor	1073	6	150635316	151629954	0.395701	0.191909922992406	2.06191005566532	0.0392163	0.04357366666666667	0.1046669524137931	positive	0.0010703	0.00426057	1.49675e-06	9.40321e-07
psa	positive_control_near_neighbor	915	5	166863414	168342743	0.366423	0.201270939042062	1.82054598514803	0.0686759	0.07424421621621621	0.16405909444444444	positive	0.000985124	0.0043628	1.43931e-05	1.34018e-06
psa	positive_control_near_neighbor	2244	18	5575813	6756496	0.297618	0.179701657401464	1.65617838089887	0.0976857	0.10282705263157894	0.2088639	positive	0.00137721	0.00398074	4.48402e-09	3.98021e-06
psa	positive_control_near_neighbor	196	1	244723197	245970505	0.112514	0.18096683149405	0.621738243804635	0.534114	0.5478092307692307	0.6983179662162161	positive	0.00129917	0.00433768	6.21907e-08	1.34346e-06
psa	positive_control_near_neighbor	2159	16	78973581	79662634	0.0830092	0.160427718514994	0.517424300291608	0.60486	0.60486	0.7602049577922079	positive	0.00157229	0.00516125	4.7867e-10	4.76255e-08
uc	qc_flagged_ibd	57	1	66778016	67761890	-0.689577	0.0669983214236272	10.2924518905457	7.62106e-25	7.4686388e-23	9.8311674e-23	negative	0.00521621	0.00929634	2.52945e-81	3.5364e-61
uc	qc_flagged_ibd	347	2	161432090	163607635	0.828549	0.136782226387161	6.05743174303069	1.38312e-09	6.777288000000001e-08	2.817197052631579e-08	positive	0.0050225	0.00185002	4.873510000000001e-69	2.66249e-06
uc	qc_flagged_ibd	2251	18	12735559	13641479	-0.762875	0.135686209289587	5.62234735566857	1.8838e-08	6.153746666666667e-07	3.169698260869565e-07	negative	0.00224055	0.00265688	1.43673e-22	2.19999e-09
uc	qc_flagged_ibd	908	5	158484776	159663733	0.39234	0.072098019097899	5.44175838544547	5.27572e-08	1.2925514e-06	8.16681456e-07	positive	0.0266355	0.00496835	0.0	3.7349699999999997e-22
uc	qc_flagged_ibd	2203	17	37361179	38880481	-0.648811	0.152357816928553	4.25846873550475	2.05832e-05	0.00040343072000000003	0.00019914246	negative	0.000935863	0.0038219	5.82674e-08	5.7751200000000004e-18
uc	qc_flagged_ibd	638	4	37880861	38984838	-0.683047	0.169764352343165	4.02350075603195	5.73394e-05	0.0009365435333333334	0.0004823988652173913	negative	0.00106126	0.00318139	8.1022e-07	4.0783e-10
uc	qc_flagged_ibd	1037	6	106053916	107309327	-0.502087	0.129108149262587	3.88888697473951	0.000100705	0.0014098700000000001	0.0007494775961538463	negative	0.00166146	0.00437128	1.48497e-12	7.66454e-16
uc	qc_flagged_ibd	2274	18	45718493	46558306	-0.714215	0.189274246590054	3.77343993103778	0.000161012	0.0019723970000000003	0.0010931867368421055	negative	0.00097441	0.00254425	4.0751e-06	1.82225e-07
uc	qc_flagged_ibd	58	1	67761891	68633860	-0.542258	0.151409926427467	3.58139002372323	0.000341771	0.003721506444444444	0.00220442295	negative	0.00102891	0.00368822	3.84278e-08	1.72337e-15
uc	qc_flagged_ibd	1097	7	2473750	3100211	-0.551539	0.169779181382952	3.24856672948585	0.00115988	0.011366824000000001	0.006412479428571429	negative	0.00117526	0.00228346	1.55028e-09	6.63575e-08
uc	qc_flagged_ibd	2453	21	39252060	40480831	-0.343444	0.108522503530672	3.16472610588947	0.00155229	0.013829492727272729	0.008118057162162162	negative	0.00189637	0.00688058	3.05066e-14	6.49117e-29
uc	qc_flagged_ibd	483	3	71223282	72334704	-0.503639	0.16096368259556	3.12889834451323	0.00175463	0.014329478333333335	0.0090538908	negative	0.0013253	0.00310355	1.52504e-08	3.87497e-09
uc	qc_flagged_ibd	26	1	23907046	25885138	0.327361	0.113835935344649	2.87572636012419	0.00403099	0.03038746307692308	0.016774119677419354	positive	0.00700598	0.00239406	1.47915e-93	8.73135e-07
uc	qc_flagged_ibd	768	4	184338585	185483262	0.448104	0.159501622889404	2.80940088183747	0.00496338	0.034743659999999996	0.01980235113402062	positive	0.00104326	0.00433308	5.83721e-06	4.08657e-14
uc	qc_flagged_ibd	1749	12	8760629	10176713	-0.41864	0.152715145693974	2.74131290709641	0.00611942	0.03998021066666667	0.02416546469387755	negative	0.00221578	0.0019499	3.20216e-21	5.62254e-06
uc	qc_flagged_ibd	2412	20	48212976	49236418	0.371566	0.138451718957863	2.68372254816919	0.00728075	0.04459459375	0.02735582766990291	positive	0.00314553	0.00188018	4.28732e-38	2.3763e-06
uc	qc_flagged_ibd	2307	19	762047	1515920	-0.433479	0.164357306952781	2.63741848802948	0.00835397	0.04815818	0.030214826074766356	negative	0.00137912	0.00236404	2.13793e-10	9.90352e-08
uc	qc_flagged_ibd	1873	13	28587126	30068525	-0.464314	0.180698399450432	2.56955236688396	0.010183	0.055440777777777776	0.03535638849557522	negative	0.000993023	0.00274443	2.63107e-06	2.01726e-08
uc	qc_flagged_ibd	2231	17	74908267	75619256	-0.493989	0.204144665166658	2.41979872262017	0.0155291	0.08009746315789475	0.04926034180327869	negative	0.000932745	0.00205901	7.37509e-06	8.19917e-06
uc	qc_flagged_ibd	1462	9	117054910	117989017	-0.349807	0.150769895170134	2.32013824514016	0.0203334	0.09947046666666666	0.061960833070866146	negative	0.00119184	0.00338702	3.18004e-09	7.29474e-13
uc	qc_flagged_ibd	2133	16	50467034	52041336	0.359552	0.156166982206568	2.302356073734	0.0213151	0.09947046666666666	0.0639453	positive	0.00101952	0.00429207	2.81945e-06	4.31773e-15
uc	qc_flagged_ibd	1569	10	89971629	91021321	-0.302137	0.133806344627302	2.25801699345093	0.0239446	0.10666230909090908	0.06915343432835822	negative	0.00190652	0.00290763	3.7449100000000005e-18	1.18744e-10
uc	qc_flagged_ibd	1389	9	14244748	14902924	-0.406727	0.182611935744786	2.22727500445771	0.0259289	0.11047966086956522	0.07271365434782609	negative	0.000940026	0.00297471	1.27616e-05	4.16493e-09
uc	qc_flagged_ibd	809	5	37925488	39438985	-0.264763	0.130195035066168	2.0335875317015	0.0419932	0.17147223333333336	0.11131074246575343	negative	0.00192372	0.00352676	6.05081e-16	4.3905e-12
uc	qc_flagged_ibd	113	1	154685546	156813845	0.310791	0.15685005234728	1.98145295681432	0.0475405	0.18635875999999998	0.12184220860927152	positive	0.00140234	0.00287991	6.99071e-10	8.2356e-09
uc	qc_flagged_ibd	1545	10	64069688	65400431	-0.305976	0.16542812452872	1.84960085155822	0.0643711	0.2286867172413793	0.15766845379746836	negative	0.000817284	0.00314541	8.38093e-07	7.49839e-14
uc	qc_flagged_ibd	1938	13	99402295	100470868	0.363248	0.197802782198496	1.83641501885186	0.0662963	0.2286867172413793	0.1613626924528302	positive	0.000854018	0.00184921	1.14652e-06	2.22366e-06
uc	qc_flagged_ibd	887	5	130573818	132554690	-0.260275	0.142087994963688	1.83178740798274	0.0669831	0.2286867172413793	0.162015373125	negative	0.00362657	0.00157472	7.56973e-50	6.92131e-06
uc	qc_flagged_ibd	1841	12	111592382	113947983	-0.284017	0.155440014835378	1.82718073142746	0.0676726	0.2286867172413793	0.16266643602484473	negative	0.00157466	0.0022954	1.19098e-13	1.02716e-07
uc	qc_flagged_ibd	2350	19	43960959	45040932	-0.358818	0.198573382300676	1.80697934356924	0.0707655	0.2311673	0.16598570727272727	negative	0.000867652	0.00181191	9.83431e-07	3.43193e-06
uc	qc_flagged_ibd	2471	22	26166935	27192923	-0.232748	0.129922697492107	1.7914344798309	0.0732236	0.23148105806451613	0.16867579285714285	negative	0.00271349	0.0028979	7.39672e-24	2.3534e-08
uc	qc_flagged_ibd	2165	16	83778372	84440154	-0.309778	0.178551042579282	1.73495486514703	0.0827488	0.24143942941176472	0.18404474482758618	negative	0.00110407	0.00287837	1.90222e-06	6.39463e-08
uc	qc_flagged_ibd	1544	10	62626466	64069687	-0.290075	0.167556914683239	1.73120280084159	0.0834156	0.24143942941176472	0.18418715284090909	negative	0.00102134	0.00260252	4.66485e-08	1.44563e-09
uc	qc_flagged_ibd	585	3	187939200	189451805	-0.221517	0.128100183696283	1.72924810572639	0.0837647	0.24143942941176472	0.18418715284090909	negative	0.00214158	0.00366454	9.80736e-17	1.29469e-11
uc	qc_flagged_ibd	1894	13	51554237	53336571	-0.359987	0.215647726941938	1.66932897974355	0.0950522	0.26614616	0.20436222999999998	negative	0.000798306	0.00190977	3.87028e-05	1.3657e-05
uc	qc_flagged_ibd	1146	7	49632427	50894508	-0.292234	0.179850040471099	1.62487592015283	0.104189	0.27754394594594595	0.21795212432432431	negative	0.000909663	0.00237078	5.60528e-07	1.63506e-08
uc	qc_flagged_ibd	159	1	205917549	208162951	-0.168721	0.10401544869118	1.62207635618561	0.104787	0.27754394594594595	0.21802456451612906	negative	0.00241526	0.00545323	8.843480000000001e-23	2.6789300000000004e-23
uc	qc_flagged_ibd	419	2	241113280	241910366	-0.233731	0.147479776538496	1.58483424294442	0.113004	0.2843075609756097	0.23261993617021273	negative	0.000896526	0.00467116	8.52942e-07	2.03322e-21
uc	qc_flagged_ibd	922	5	176180302	177659902	-0.27737	0.176535698094953	1.57118363590582	0.11614	0.2843075609756097	0.23655884210526315	negative	0.00100643	0.00221655	5.00397e-08	4.65446e-08
uc	qc_flagged_ibd	584	3	186602046	187939199	0.282495	0.180479500118674	1.5652470214858	0.117525	0.2843075609756097	0.23812657068062829	positive	0.00123056	0.00252019	1.80255e-07	1.28127e-06
uc	qc_flagged_ibd	40	1	43512670	45167235	-0.28142	0.180488013036205	1.55921712066024	0.118945	0.2843075609756097	0.239748515625	negative	0.000937488	0.00261523	2.04519e-06	1.41248e-08
uc	qc_flagged_ibd	2205	17	40233546	42348003	0.193941	0.135068523136119	1.43587118224837	0.151039	0.3446409302325581	0.29209258208955224	positive	0.0023014	0.00241819	3.2940500000000005e-24	1.23892e-08
uc	qc_flagged_ibd	1495	10	7659873	8771920	-0.181304	0.126323519518416	1.43523550239248	0.15122	0.3446409302325581	0.29209258208955224	negative	0.00147213	0.00553663	4.34753e-10	2.0674799999999997e-21
uc	qc_flagged_ibd	2162	16	81437862	82310204	-0.224533	0.158711738724943	1.41472207288415	0.15715	0.3500159090909091	0.2965612180094787	negative	0.00120131	0.00352414	1.73462e-07	5.87951e-11
uc	qc_flagged_ibd	897	5	147180172	148662214	-0.249909	0.17837430031537	1.40103703032418	0.161203	0.35106431111111114	0.2965612180094787	negative	0.00116221	0.00227749	3.71684e-08	6.41778e-07
uc	qc_flagged_ibd	899	5	149850204	150981934	0.143136	0.103530215859058	1.38255289832352	0.166802	0.3553607826086957	0.30315181690140847	positive	0.00649938	0.00290243	9.648119999999999e-91	7.46144e-10
uc	qc_flagged_ibd	2298	18	70540350	71491860	0.249265	0.182829649820989	1.3633729553388	0.172765	0.36023340425531913	0.310977	positive	0.000956814	0.00261569	3.29741e-06	3.87989e-08
uc	qc_flagged_ibd	268	2	60775067	62429910	0.142728	0.108520008021691	1.31522290314863	0.188435	0.3746148	0.33451534403669725	positive	0.00260123	0.00381857	6.95162e-31	1.7503e-17
uc	qc_flagged_ibd	53	1	61377616	62778733	-0.196889	0.15042521464993	1.30888295860638	0.190574	0.3746148	0.3355079864253393	negative	0.00153724	0.00311579	1.09869e-10	2.30493e-09
uc	qc_flagged_ibd	2413	20	49236419	50653620	-0.224766	0.171938882652462	1.30724357709313	0.19113	0.3746148	0.3355079864253393	negative	0.00161969	0.00215292	3.11914e-11	1.476e-05
uc	qc_flagged_ibd	2370	20	884242	1771285	0.199459	0.158026676914215	1.26218562520477	0.206882	0.39753796078431375	0.35270191189427313	positive	0.00178264	0.00229424	5.14762e-14	1.3831e-06
uc	qc_flagged_ibd	771	4	186881569	187985393	0.242477	0.196439114038081	1.23436211361142	0.217068	0.4090896923076924	0.36683544104803495	positive	0.00102317	0.0021349	1.97869e-06	7.31974e-06
uc	qc_flagged_ibd	1099	7	4139432	4938442	-0.22444	0.195609795610182	1.14738630189703	0.251222	0.46380133333333334	0.4046301784232365	negative	0.000944663	0.00210216	2.57798e-06	2.57124e-06
uc	qc_flagged_ibd	1134	7	36507691	37981936	-0.172657	0.151861337639276	1.13693849062571	0.255564	0.46380133333333334	0.40869119008264465	negative	0.00103679	0.00469318	2.69097e-06	7.55371e-17
uc	qc_flagged_ibd	581	3	183203156	184524268	0.173982	0.157143335161598	1.1071548139225	0.268227	0.4696020000000001	0.41874648387096775	positive	0.00150391	0.00266714	5.53399e-11	5.88487e-08
uc	qc_flagged_ibd	1965	14	32382246	33591113	0.212681	0.192143858361203	1.10688419507112	0.268344	0.4696020000000001	0.41874648387096775	positive	0.00111709	0.00232092	1.45417e-06	5.33694e-06
uc	qc_flagged_ibd	2167	16	85146806	86058597	-0.161079	0.149916995941701	1.07445456059325	0.282619	0.48590635087719297	0.43575120717131477	negative	0.00142231	0.00348558	2.77415e-09	8.69025e-11
uc	qc_flagged_ibd	1453	9	109150718	110630150	0.164128	0.161486759755586	1.01635576965203	0.30946	0.5228806896551724	0.4696510588235294	positive	0.00158096	0.00260016	1.0314e-10	5.26214e-07
uc	qc_flagged_ibd	1191	7	105312564	106399739	0.17925	0.182224693748725	0.983675682545929	0.325275	0.5317104333333333	0.48167467557251914	positive	0.00124415	0.00212188	1.63084e-08	5.95548e-06
uc	qc_flagged_ibd	2115	16	11022543	11916631	-0.146903	0.149421783687518	0.983143129299104	0.325537	0.5317104333333333	0.48167467557251914	negative	0.00221687	0.00194454	1.22666e-22	2.57117e-06
uc	qc_flagged_ibd	1501	10	13208062	14008135	0.155132	0.166385852974377	0.932362921647488	0.351149	0.5548402222222222	0.5098224943820224	positive	0.00130144	0.00252758	2.88534e-09	1.13017e-07
uc	qc_flagged_ibd	2432	21	15840034	16873443	-0.114617	0.12308216933493	0.931223430813163	0.351738	0.5548402222222222	0.5098224943820224	negative	0.0013169	0.00630639	1.25904e-09	1.22637e-28
uc	qc_flagged_ibd	2095	15	95662426	96864278	0.145419	0.157771911532422	0.921703987658898	0.356683	0.5548402222222222	0.5150608992537313	positive	0.00119492	0.00359874	1.96093e-07	2.74278e-11
uc	qc_flagged_ibd	1353	8	128073655	129291118	0.155698	0.180964756851377	0.860377471884605	0.389581	0.59654590625	0.5522631758241758	positive	0.00103288	0.00290916	5.72625e-06	4.24759e-08
uc	qc_flagged_ibd	1966	14	33591114	34695195	-0.11262	0.13334993056375	0.844544871706254	0.398365	0.6006118461538462	0.5585770108695652	negative	0.00181788	0.00423627	8.48375e-12	1.38115e-12
uc	qc_flagged_ibd	1493	10	6234719	6897037	0.133824	0.167299563417834	0.79990645083617	0.423765	0.6268328656716418	0.5836194128113878	positive	0.00173558	0.0018963	3.50538e-14	1.94902e-05
uc	qc_flagged_ibd	155	1	201067953	202583884	-0.137949	0.174249080207463	0.791677062718244	0.428549	0.6268328656716418	0.5881151170212766	negative	0.00125015	0.00268291	1.25489e-07	3.24358e-07
uc	qc_flagged_ibd	117	1	159882516	161054076	-0.127211	0.162982420406606	0.780519762086216	0.435085	0.6270342647058824	0.5948244507042254	negative	0.00126525	0.00263661	3.65595e-09	2.18904e-08
uc	qc_flagged_ibd	1852	12	124843769	126079935	0.120058	0.159623689031006	0.752131470766094	0.451972	0.6419312463768115	0.6115844895104895	positive	0.00126454	0.00346768	1.3782e-07	4.26065e-10
uc	qc_flagged_ibd	1955	14	20876081	21982654	0.124389	0.19769575513111	0.629194086223584	0.529222	0.7409108	0.6942675050847458	positive	0.00106582	0.00240675	7.55648e-06	5.04338e-06
uc	qc_flagged_ibd	2021	14	94892241	95946792	-0.105462	0.192152190354455	0.548846202613974	0.583111	0.8048574366197184	0.7497141428571429	negative	0.00123429	0.00219816	3.32272e-07	2.45366e-05
uc	qc_flagged_ibd	110	1	151146408	152535630	0.0842785	0.169356456132286	0.497639723484583	0.618738	0.8421711666666667	0.7707556293929714	positive	0.00142916	0.00164891	1.36127e-14	3.65086e-06
uc	qc_flagged_ibd	898	5	148662215	149850203	0.0687926	0.151789895607426	0.45320935049536	0.650398	0.8731370410958904	0.7990604	positive	0.00149412	0.00305087	1.80625e-10	3.02472e-09
uc	qc_flagged_ibd	2482	22	37364005	38718589	-0.0663789	0.158215949762128	0.419546196826542	0.674817	0.8936765675675675	0.816106809375	negative	0.00143584	0.00275638	3.7193e-10	2.68928e-08
uc	qc_flagged_ibd	835	5	71468652	73314061	-0.0644161	0.165883349721176	0.388321673683787	0.697778	0.9117632533333333	0.8308925723076924	negative	0.00134891	0.00243214	8.27652e-10	2.34241e-07
uc	qc_flagged_ibd	888	5	132554691	134556570	0.0499822	0.159928517080732	0.312528377754974	0.754639	0.9601110256410257	0.8823120634441086	positive	0.00120768	0.00363752	4.3242e-07	8.28469e-11
uc	qc_flagged_ibd	2249	18	10675549	11872226	0.0553908	0.179011083397957	0.309426650845197	0.756997	0.9601110256410257	0.8824031295180724	positive	0.0011842	0.00227327	5.06688e-08	1.26245e-06
uc	qc_flagged_ibd	1209	7	130418705	131856481	-0.0476895	0.158960029296286	0.300009381044535	0.76417	0.9601110256410257	0.8854305089820359	negative	0.0015583	0.00268086	1.2222e-10	1.87854e-07
uc	qc_flagged_ibd	737	4	153520884	155044409	-0.0480456	0.188848351392342	0.25441365860898	0.799176	0.9766873580246914	0.9136122477876107	negative	0.00109464	0.00228613	8.17686e-07	3.02635e-06
uc	qc_flagged_ibd	1090	6	166853326	167714865	-0.0447346	0.180681431087804	0.247588253705278	0.804453	0.9766873580246914	0.9145182332361516	negative	0.00105948	0.00236263	3.0342e-07	2.91051e-07
uc	qc_flagged_ibd	893	5	141253831	142532956	0.0436196	0.178798353464793	0.243959740986033	0.807262	0.9766873580246914	0.9145182332361516	positive	0.00134691	0.00220217	6.11087e-09	5.33761e-06
uc	qc_flagged_ibd	1078	6	154462011	155523957	0.0406678	0.18568460354671	0.219015466135671	0.826638	0.9862008210526316	0.9260965924855491	positive	0.000996296	0.00248933	2.57464e-06	2.5775e-07
uc	qc_flagged_ibd	936	6	11790672	13352326	-0.0390316	0.19150856354114	0.203811251456727	0.838501	0.9862008210526316	0.9297991031518624	negative	0.000966267	0.00241787	5.56698e-06	6.19458e-07
uc	qc_flagged_ibd	2092	15	92675406	93707010	0.0294455	0.173255298836774	0.169954397918536	0.865046	0.9862008210526316	0.9450965154929577	positive	0.00116278	0.00277052	2.75764e-07	6.1046e-08
uc	qc_flagged_ibd	160	1	208162952	209711169	0.0297801	0.192515158394522	0.154689637160786	0.877066	0.9862008210526316	0.9486894217877094	positive	0.00108729	0.00238854	2.81117e-06	3.88763e-06
uc	qc_flagged_ibd	2009	14	79199452	81001920	-0.0251205	0.163105709234021	0.154013615574655	0.877599	0.9862008210526316	0.9486894217877094	negative	0.00106666	0.00326364	4.13594e-07	6.66668e-11
uc	qc_flagged_ibd	2184	17	10572618	11778164	-0.0277571	0.199712914539812	0.138985002867537	0.889462	0.9862008210526316	0.958041075	negative	0.000977115	0.00212928	5.42415e-06	7.37422e-06
uc	qc_flagged_ibd	604	4	7135820	7726034	-0.0220001	0.175666093164338	0.125238169778266	0.900335	0.9862008210526316	0.9591646153846154	negative	0.00127621	0.0024969	5.14725e-08	1.05145e-06
uc	qc_flagged_ibd	974	6	38688721	39785907	0.0168442	0.163513977812799	0.10301382319305	0.917952	0.9862008210526316	0.9711137432432433	positive	0.00091587	0.00364027	3.36957e-06	1.64979e-13
uc	qc_flagged_ibd	1063	6	137553213	138825721	-0.0101695	0.101268533891313	0.100421124007922	0.92001	0.9862008210526316	0.9711137432432433	negative	0.00483135	0.00357232	8.15083e-59	1.85974e-12
uc	qc_flagged_ibd	2318	19	10028841	11681978	-0.00929672	0.0973559520175957	0.0954920557740502	0.923924	0.9862008210526316	0.9711137432432433	negative	0.00698949	0.00337018	2.64956e-94	4.24777e-11
uc	qc_flagged_ibd	2022	14	95946793	97174314	-0.0133638	0.148681635645911	0.0898819813351139	0.928381	0.9862008210526316	0.9711137432432433	negative	0.00112652	0.00455756	6.1812e-07	4.60504e-16
uc	qc_flagged_ibd	2180	17	6305079	7264458	0.00940293	0.141880474195335	0.066273601447472	0.94716	0.9862008210526316	0.9757119761904761	positive	0.00162261	0.0032732	2.86473e-12	9.50623e-11
uc	qc_flagged_ibd	1119	7	20122180	21390644	0.0105748	0.163816075126736	0.0645528834201332	0.94853	0.9862008210526316	0.9757119761904761	positive	0.000950472	0.00402534	9.88877e-06	1.00492e-13
uc	qc_flagged_ibd	781	5	4636543	5828694	0.00998687	0.18105277305544	0.0551599946880787	0.956011	0.9862008210526316	0.9761906517150397	positive	0.00115657	0.00249367	4.38926e-07	8.47059e-07
uc	qc_flagged_ibd	1856	12	128372589	129170296	-0.00690048	0.190226326055138	0.0362751052554096	0.971063	0.9912934791666667	0.9863553307086614	negative	0.00113698	0.00217903	4.93711e-07	6.43247e-06
uc	qc_flagged_ibd	1592	10	118416050	119528730	-0.00302164	0.196673605840854	0.0153637290935983	0.987742	0.993735	0.9938562077922077	negative	0.0010291	0.00199273	7.62487e-07	9.09199e-06
uc	qc_flagged_ibd	2048	15	37962916	39238840	-0.00126268	0.160808064587987	0.0078520937568346	0.993735	0.993735	0.9963094430051813	negative	0.00114279	0.00324559	1.18105e-07	1.09712e-10
