GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
64375       12   56401268   56432219     52      16   71689       6.5792   2.3643e-11
6231        12   56435686   56438007      6       3   87313       6.5047   3.8913e-11
2065        12   56473809   56497291     51      17   72902       6.1094        5e-10
5036        12   56498103   56507694     13       6   80484       3.7108   0.00010329
6171        12   56510374   56511616      3       2   91429       3.2646   0.00054809
84872       12   56512030   56517143      8       3   66865       2.6136    0.0044793
23344       12   56521985   56547259     58      31   67529       6.1349   4.2603e-10
140465      12   56546040   56551771      3       1   96462       2.6743    0.0037446
4637        12   56552045   56555366      5       2   93485       2.6633    0.0038688
6601        12   56555636   56583351     38      20   66888       4.3114   8.1116e-06
10193       12   56596288   56615753     37      14   59057       3.2648   0.00054772
79035       12   56615813   56623638     14       8   70494       7.8516   2.0539e-15
283375      12   56623820   56631630     15       5   75403       7.3907   7.3053e-14
283373      12   56631591   56652143     37       9   72440       6.1094        5e-10
93058       12   56660642   56664750      6       3   85430       6.1094        5e-10
1431        12   56665483   56694175     59      10   79739       7.6018   1.4599e-14
10330       12   56704212   56710128      7       3   81614       6.1094        5e-10
9924        12   56710007   56727837     33       8   76423       6.1094        5e-10
51561       12   56732663   56734194      2       1   57926       6.1094        5e-10
6773        12   56735381   56754058     43       9   75833         7.16    4.034e-13
319         12   56754355   56756583      4       2   59860        3.612   0.00015192
8914        12   56810157   56843200    105      12   86171      0.61961      0.26776
4284        12   56843286   56848435     10       5   91843    -0.035167      0.51403
283377      12   56862301   56864769      6       4   81285       7.4169   5.9952e-14
27165       12   56864728   56882198     29      10   82331       3.4709   0.00025933
5939        12   56915607   56994859    249      34   86333       3.0583     0.001113
11176       12   56989380   57030600     84      24   76780        2.128     0.016667
506         12   57031959   57039852     14       5   80025       1.7593     0.039265
10728       12   57057125   57082138     72      16   86978       2.5145    0.0059599
4666        12   57106211   57119326     32       7   90416       1.3108     0.094966
5557        12   57125364   57146146     33       8   90092      0.89764      0.18469
8630        12   57146237   57181574     75      20   81658       1.1747      0.12007
121214      12   57316938   57328189     37       7   97514      0.95759      0.16913
8608        12   57345215   57353158     21       7   90403     -0.30487      0.61977
11318       12   57388355   57390469      2       1  103614      -1.5937       0.9445
9880        12   57392617   57400297     17       7   89067     -0.63583      0.73756
6866        12   57403781   57410344     11       3  103181       1.9043     0.028438
4640        12   57422301   57444549     64      11   87618    -0.078395      0.53124
23306       12   57449426   57472574     47      12   88979       0.8245      0.20483
4665        12   57482677   57489259     21      12   80842       2.0924       0.0182
6778        12   57489187   57505196     35      15   79447       2.2989     0.010754
4035        12   57522282   57607142    194      43   74717       2.1201     0.016999
11247       12   57610578   57620232     41      15   68215       1.8727     0.030557
6472        12   57623356   57628718     10       5   75270      0.35916      0.35974
56901       12   57628686   57634545      8       4   43228      -2.1497      0.98421
246329      12   57637241   57644971     16       7   69680       3.1866   0.00071981
22864       12   57647547   57824782    354      26   76057       2.9154    0.0017764
3626        12   57828543   57844609     40      10   80630       3.1509   0.00081396
83729       12   57849096   57851791      5       3   76188       4.2859   9.1008e-06
2735        12   57853918   57866051     37       7   90394       2.6805    0.0036752
64333       12   57866038   57882756     52      16   81369       1.5998     0.054816
4141        12   57881736   57910438     56       8   77758       0.2258      0.41068
1649        12   57910371   57914300      5       2   74276       -0.811      0.79132
114785      12   57915463   57923931     12       3   94075      0.40966      0.34103
10540       12   57923833   57941114     37       7   77128     -0.18657        0.574
3798        12   57943812   57980416     78      25   77950       1.0814      0.13976
79837       12   57984942   57997211     30       9   72289     -0.47748      0.68349
196403      12   57998110   58003585     14       8   73104     -0.39462      0.65344
115557      12   58003963   58011028     14       6   91379    -0.099377      0.53958
65012       12   58013693   58019934     14       8   59101      0.60331      0.27315
2583        12   58019678   58027022     23       7   85940      0.80592      0.21014
10956       12   58087738   58115340     78      16   67444        1.077      0.14075
116986      12   58117544   58135984     46      14   64919       1.4039     0.080178
6302        12   58138784   58142026      6       4   84110     0.030934      0.48766
1019        12   58141510   58146304     17       9   66709     0.048934      0.48049
92979       12   58148881   58154193      8       3   43525     -0.21967      0.58694
1594        12   58156117   58160976      9       3   48647      0.15298      0.43921
4234        12   58162254   58165914      6       3   92301       1.1539      0.12428
25895       12   58166383   58176324     26       6   67807     -0.14988      0.55957
10102       12   58176528   58196639     49      10   66949      0.14077      0.44403
10677       12   58190415   58210193     49      15   62313     -0.55149      0.70935
10106       12   58213710   58240747     65      18   66455       1.4554     0.072783
91419       12   58335324   58351052     69      10   83825     -0.21742      0.58606
121227      12   59265937   59314319    160      21   91440      0.78277      0.21688
9194        12   59989821   60183636    638      32   85287       2.3182      0.01022
338811      12   62102029   62586620   1890     106   88234     -0.66836      0.74805
9958        12   62654121   62803501    470      34   87114      -1.1801      0.88103
23041       12   62860597   62991363    410      36   88879       1.0965      0.13643
57460       12   63037762   63328665   1231     142   87845      0.44389      0.32856
552         12   63536539   63547971     36      11   88709        1.157      0.12365
283417      12   63952693   64062354    589      31   90766     -0.39697       0.6543
10329       12   64173583   64203338     61      14   87976      -1.3076      0.90449
57522       12   64238276   64541643    811     100   84961      0.26022      0.39735
144577      12   64580098   64616076     68      14   84462     -0.12842      0.55109
115749      12   64660763   64784345    414      31   92259     -0.55385      0.71016
11260       12   64798153   64842464     91      21   82700    -0.027304      0.51089
29110       12   64845840   64895899    124      22   88140    -0.032563      0.51299
283349      12   65004293   65091347    329      28   89737      -1.3107      0.90502
2799        12   65107222   65153226    105      14   78479       -1.663      0.95184
23329       12   65218352   65274802    115      32   79377     -0.20822      0.58247
11197       12   65444404   65515346    186      30   81949      -0.3241      0.62707
23592       12   65563351   65642141    134      27   80336       0.1872      0.42575
253827      12   65672423   65860687    406      37   83420       1.2102       0.1131
8091        12   66218240   66360071    313      46   86085       1.4103     0.079231
100129940   12   66253782   66275821     48      13   86695     -0.29716      0.61683
84298       12   66516849   66524533     20       5   84007      0.46516      0.32091
51643       12   66530717   66563808    116      17   83782      0.33837      0.36754
11213       12   66582978   66648402    171      32   78305      0.61191       0.2703
92797       12   66696335   66737423    129      15   83493      0.88849      0.18714
23426       12   66741178   67463014   2850     186   89931      0.68468      0.24677
55832       12   67663061   67708388    157      16   91645     0.021834      0.49129
8445        12   68042512   68056444     34       8   80012       1.1088      0.13377
3458        12   68548550   68553521      7       3   85655     -0.93137      0.82417
55801       12   68595129   68619571     76      16   89093    -0.087662      0.53493
50616       12   68642025   68647379     21      10   76155      -1.4317      0.92389
56890       12   68688346   68726161     88      20   81807     -0.34769      0.63596
5908        12   69004619   69054385    133      26   84219       1.6533     0.049137
57122       12   69080731   69136473    164      27   90355      0.61924      0.26788
55508       12   69139910   69159853     52      20   86539      0.75683      0.22458
4193        12   69201952   69239324    107      21   90844     -0.38283      0.64908
1368        12   69244955   69357020    454      61   86025    -0.080844      0.53222
11052       12   69633317   69668138     82      17   86440       0.9246      0.17759
4069        12   69742134   69748013     25       9   86394        1.385     0.083026
8089        12   69753490   69784576    150      17   92628      0.89085       0.1865
10818       12   69864129   69973573    351      25   88719       0.6625      0.25382
10576       12   69979206   70010595    109      17   92113   -0.0066458      0.50265
376132      12   70002344   70004942      7       4   89821     0.046974      0.48127
144453      12   70037334   70093196    300      20   94010     -0.84137      0.79993
117177      12   70132466   70216984    298      25   89116       1.2387      0.10773
196446      12   70274016   70352502    393      34   95566       2.3667    0.0089726
4848        12   70636774   70748773    406      28   85155       2.3213     0.010134
27345       12   70760062   70828072    314      34   88608       2.0415     0.020601
5787        12   70910630   71031220    553      71   90969      0.77561      0.21899
5801        12   71031853   71314584   1154     103   90011       1.0563      0.14541
7103        12   71518877   71551779    143      13   91257        -1.24      0.89251
8549        12   71832931   71980090    691      39   91154     -0.46464      0.67891
196441      12   72003379   72057749    125      19   83470       1.4574     0.072499
83591       12   72057677   72074428     35      11   79477      0.53877      0.29502
55266       12   72079878   72097840     50      13   82291      0.22157      0.41232
23011       12   72148658   72181150     76      18   63741     -0.46373      0.67858
64786       12   72233487   72320629    249      28   82515      0.37476      0.35392
121278      12   72332626   72426221    354      23   89963       1.3534     0.087964
29953       12   72666314   73059422   1129      53   85215     -0.42299      0.66385
552889      12   74931551   74935232     11       6   80489     -0.53639      0.70416
3747        12   75433858   75603584    538      41   92287     -0.09932      0.53956
84698       12   75669759   75784681    261      29   86507      0.43514      0.33173
256710      12   75727550   75764170     82      13   88414      0.78275      0.21689
144321      12   75784850   75826468    157      10   93353      -0.4478      0.67285
11010       12   75874513   75895716     57       9   93310      0.98195      0.16306
11103       12   75891419   75905418     49       9   89448         1.04      0.14917
22822       12   76419227   76425556     15       8   91803     -0.97825      0.83602
4673        12   76438672   76478738     82      13   86824     -0.90681      0.81775
79738       12   76738266   76742222      8       4   67564      0.60556       0.2724
114882      12   76745577   76953589    559      29   79211      -0.2386      0.59429
23390       12   77157854   77247481    359      21   86455     -0.46001      0.67724
1466        12   77252495   77272814     91      17   91633     -0.47204      0.68155
144455      12   77415026   77459360    170      44   88267      0.35983      0.35949
89795       12   78224685   78606790   1597     104   89496    0.0088744      0.49646
6857        12   79257773   79845788   1799      85   84134     -0.21641      0.58567
5074        12   79985745   80084877    133      15   74853      -2.1125      0.98268
4659        12   80167343   80329235    295      15   80620      0.24369      0.40373
283310      12   80583151   80772870    511      44   84100      0.23431      0.40737
374462      12   80838126   81073968    840      55   88243     -0.17582      0.56978
4618        12   81101408   81103257      6       2   87737     -0.43494       0.6682
4617        12   81110708   81113447      7       4   79875      -1.0275      0.84791
8825        12   81191171   81331702    500      35   90607      0.50823      0.30564
79611       12   81471797   81650538    764      38   86489    -0.078869      0.53143
8499        12   81652045   82153109   1558      77   86830      0.17456      0.43071
29080       12   82746083   82752584     17       5   87727      -1.0168      0.84538
84190       12   82752276   82873018    325      13   86596      -1.2724      0.89838
160335      12   83080731   83528647   1595     118   88581     -0.59348      0.72357
55117       12   85253267   85306608    131      28   71169       1.3437     0.089523
144448      12   85408090   85430055     45      13   75342        1.198      0.11546
84125       12   85430099   85658235    477      40   76507      0.41606      0.33868
8092        12   85673713   85695562     56      14   85588     -0.39962      0.65528
9182        12   86198331   86230318    129      18   93609     -0.45963      0.67711
4922        12   86268073   86276770     29       5   97048      0.97599      0.16453
25834       12   86373037   87232681   3138      64   85740      -1.4891      0.93178
160419      12   88373816   88423176    138      13   87448     -0.66051      0.74554
91298       12   88429268   88443937     12       5   93203      0.43415      0.33209
80184       12   88442790   88535993    168      19   87015      0.50906      0.30536
160418      12   88536073   88593664    113      11   85031      -1.1237      0.86944
4254        12   88886570   88974250    223      16   86017     -0.52162      0.69903
1848        12   89741837   89746296     21       5  102657      0.46678      0.32033
282809      12   89813495   89920039    360      25   88416     -0.81851      0.79347
8693        12   89913189   89918583     19       6   78510      -1.3777      0.91585
100528030   12   89913189   89920039     22       7   78436      -1.5796       0.9429
490         12   89981826   90103130    256      30   86982      -1.1693      0.87885
196477      12   91345992   91348953     10       7   66504     -0.60797       0.7284
1833        12   91357456   91398803    148      18   91100     -0.14045      0.55585
11081       12   91444268   91452131     47      12   94567      0.99641      0.15953
4060        12   91497232   91505542     44       7   90492     -0.41757      0.66187
1634        12   91539035   91576806     62      14   76327      0.30009      0.38205
256021      12   92378752   92536447    572      79   88634      0.57529      0.28255
694         12   92534054   92539673     17       8   92052     -0.70761      0.76041
574016      12   92813870   92821924     36       7   74955      -1.0818      0.86032
574028      12   92815307   92824778     44       8   82516      -1.0414      0.85116
338809      12   93096619   93102325     14       7   89219       1.0901      0.13784
440107      12   93115122   93166231    135      23   88654      0.99659      0.15948
8411        12   93166285   93323107    438      29   86106      0.17948      0.42878
11163       12   93771701   93797024     92      17   91833      -1.2455      0.89352
7334        12   93802088   93836026    101      24   61577      -1.0423      0.85135
28977       12   93861266   93897548    149      16   91736      0.32542      0.37243
8835        12   93963598   93970521     21       6   92561       1.9554     0.025266
8738        12   94071121   94289530    716      73   86294     0.084215      0.46644
10154       12   94542499   94701451    672      75   92791       3.1721   0.00075672
51134       12   94702056   94853764    396      42   83948        1.208      0.11352
57458       12   94960900   95044324    422      53   88922       1.3452     0.089281
55967       12   95365104   95397489    197      23   91300      0.53061      0.29784
7181        12   95414005   95467404    165      31   88173       1.0696      0.14239
55785       12   95470525   95611240    554      35   88775       1.2703        0.102
55591       12   95611522   95696566    327      27   92966     -0.75161      0.77386
10988       12   95867822   95909615    169      23   93055     -0.30523      0.61991
84101       12   95910336   95945278    141      35   89110     0.032627      0.48699
59277       12   96051583   96184565    677      64   88573      0.92507      0.17746
6636        12   96252709   96260238     30       9   95470     -0.55792      0.71155
120935      12   96260826   96336428    387      42   88969     -0.68461       0.7532
144193      12   96337071   96362370    130      14   87832      0.52285      0.30054
3034        12   96366440   96390143    127      21   93450      0.87322      0.19127
4048        12   96394531   96437298    161      23   87747     -0.66618      0.74735
2004        12   96588207   96661606    267      47   83200       1.3651     0.086111
5128        12   96672039   96794366    420      41   77918       1.0755      0.14108
144535      12   96966648   97269333   1231      47   85030     -0.11952      0.54757
121441      12   97301001   97347474    120      17   87585      0.29324      0.38467
7112        12   98909351   98944157    132      28   82227       1.9975     0.022886
5250        12   98987403   98995778     23      10   83252      0.75796      0.22424
121457      12   99007182   99038829    106      24   85606     -0.87463      0.80911
317         12   99039078   99129211    267      28   83447      -0.1571      0.56242
56899       12   99128569  100378512   3973     221   88674     -0.29291      0.61521
196472      12  100041528  100043892      9       4   95959      0.27187      0.39286
23074       12  100422233  100536642    376      31   88139    -0.019779      0.50789
64431       12  100593865  100618202     64      17   86857       0.2579      0.39824
120863      12  100597447  100660857    195      34   80789      0.70246       0.2412
55681       12  100660918  100735502    191      29   78305      0.68444      0.24685
246213      12  100750857  100815837    227      43   83187        1.626     0.051978
9971        12  100867486  100957645    296      36   69046     -0.25723       0.6015
283431      12  100967446  101020657    164      22   85120      0.35845         0.36
121601      12  101133841  101522419   1551      95   88765     0.086284      0.46562
160728      12  101549994  101604016    201      30   89064      0.01171      0.49533
27340       12  101673905  101780397    379      31   79556      0.25925      0.39772
400         12  101786894  101802192     54      17   88792       1.4235     0.077301
121599      12  101869133  101880954     45      12   91446      0.29183      0.38521
4604        12  101988709  102079658    476      47   87894        1.444     0.074376
56994       12  102091417  102122852    123      27   80322      0.17515      0.43048
50511       12  102122426  102133474     29      10   71405     -0.89099      0.81353
79158       12  102139275  102224645    283      29   80457     -0.40384      0.65683
55332       12  102271105  102317401    317      23   89352      -0.2155      0.58531
51019       12  102406717  102455902    118      20   93085      0.72353      0.23468
79023       12  102467967  102514025    142      29   82860      0.84166      0.19999
55010       12  102513956  102591298    231      29   77785      0.95052      0.17092
5367        12  102590237  102591614      2       1   40712       0.3611      0.35901
3479        12  102789645  102875563    210      37   80184      0.31006      0.37826
5053        12  103232104  103311381    345      28   90271     -0.65651      0.74425
429         12  103351452  103354294      7       4   79765     -0.39818      0.65475
374470      12  103631369  103889788    789      46   87506       0.7458      0.22789
55576       12  103981069  104160502    822     105   89534     -0.53378      0.70325
51559       12  104166081  104234975    410      27   87849    -0.054927       0.5219
7184        12  104324112  104341708     89      26   90168       1.0498      0.14691
728568      12  104343980  104350993     41      11   91944      0.47956      0.31577
6996        12  104359593  104382656    121      24   85778      0.89632      0.18504
83468       12  104382762  104457961    301      39   86587       0.2256      0.41076
29915       12  104458236  104500302    116      21   89187      0.74897      0.22694
4801        12  104510858  104532040     52      15   88441     -0.68296      0.75268
7296        12  104609537  104744085    537      37   90122       1.8672     0.030938
493861      12  104697510  104698983      4       2   87386       2.3274     0.009973
50515       12  104850692  105155792   1402     149   86486         1.17      0.12101
84102       12  105196331  105352476    574      30   84355     -0.67769      0.75102
121053      12  105380098  105388505     29       9   83047     -0.14796      0.55881
160428      12  105413562  105478341    324      32   90428     -0.96041      0.83158
23325       12  105501492  105562912    188      26   89806      -1.3291      0.90809
55198       12  105567075  105630008    270      24   88299     -0.32774      0.62844
387882      12  105724414  105765296    149      23   91979     -0.67245      0.74935
9891        12  106457125  106533811    268      42   92473      0.25443      0.39958
10970       12  106631659  106641713     25      11   75324     -0.58859      0.72193
255394      12  106696570  106741365    149      26   83850      0.74931      0.22684
55703       12  106751436  106903976    453      28   90451    -0.060286      0.52404
5992        12  106976685  107156582    538      35   82298     -0.71137      0.76157
55188       12  107168077  107283094    285      36   75008    -0.039828      0.51588
90488       12  107347298  107367813     57      16   80735    -0.050567      0.52016
80298       12  107371069  107380944     27      10   93061      0.77649      0.21873
1407        12  107385142  107487635    308      24   86793     0.084323       0.4664
121551      12  107712197  108053419   1186      97   88142      -0.3617      0.64121
11137       12  108079590  108106257     95      17   89085     -0.58953      0.72225
11108       12  108126643  108155049     94      12   91022      -1.0093      0.84359
121549      12  108168162  108170421      8       5   74972     0.094091      0.46252
9671        12  108523511  108644314    421      42   87618      0.31712      0.37558
1240        12  108681821  108733094    223      47   89872      -1.5473      0.93911
11153       12  108909051  108913380      9       5   71987     -0.48177      0.68502
9733        12  108915991  108955165    167      18   89608       1.0457      0.14785
23479       12  108955239  108963160     31       8   90429        0.839      0.20074
338773      12  108983622  108991894     37      16   81985     -0.96058      0.83162
6404        12  109015671  109027735     56      22   86936      0.67836      0.24877
23603       12  109038885  109125326    250      33   84860     -0.37314      0.64548
54434       12  109176466  109251359    227      40   78077      -1.5916      0.94426
1610        12  109273806  109294710     89      15   89016     -0.11871      0.54725
55530       12  109304658  109372453    294      35   90969     -0.39569      0.65383
84749       12  109490380  109525831     74      19   86119    -0.057084      0.52276
121642      12  109525993  109531436     23      11   82644     -0.41098      0.65946
7374        12  109535399  109548798     38      19   72361      0.37459      0.35398
32          12  109554222  109706031    600      50   90526       1.4622     0.071844
121643      12  109715783  109747025     83      17   88940     -0.44844      0.67308
283446      12  109826439  109886176    342      23   95436     -0.30014      0.61797
83892       12  109886460  109915165    156      17   91538     -0.80434       0.7894
89910       12  109915215  109974510    202      31   87837     -0.63387      0.73692
326625      12  109991520  110011358    111      18   90544      0.43168      0.33299
4598        12  110011500  110035071     83      19   88403     0.089093       0.4645
84915       12  110152187  110208312    187      36   84244      -0.8911      0.81356
59341       12  110220892  110271212    182      32   89321      0.80645      0.20999
51228       12  110288748  110318293     90      16   83862       2.0768     0.018911
84260       12  110338079  110355874     70      11   88096       2.0458     0.020389
9815        12  110367607  110434194    182      27   82183       2.6294    0.0042766
88455       12  110436974  110477237    108      24   81322       2.6639    0.0038622
400073      12  110465401  110505500    118      25   81638       2.4374    0.0073974
28981       12  110562140  110656600    229      25   78766       1.1411      0.12692
488         12  110719032  110788898    192      20   80476       1.3916     0.082022
51434       12  110810705  110841535    109      15   88096       1.7638     0.038884
10094       12  110872695  110888222     57      13   81150       1.5311     0.062868
51184       12  110890291  110906667     47      12   79916       1.5815      0.05688
29902       12  110906232  110928192     64      13   82834       1.5611      0.05925
51699       12  110929330  110939916     22       6   80619       1.4345     0.075715
144715      12  110940005  110973952    104      17   77644       1.8412     0.032799
160760      12  110972237  111021064    140      18   74131       1.4663     0.071284
79600       12  111051832  111086935     84      15   76651       1.3698     0.085382
84329       12  111086491  111130276    115      16   78409       1.4093     0.079369
5501        12  111157613  111180783     68      14   77164        1.892     0.029248
160762      12  111284757  111345339    206      28   89575       2.4355    0.0074361
4633        12  111348623  111358404     41       6   96312       1.2076      0.11359
23316       12  111471828  111788358    579      53   80459       4.3736   6.1099e-06
144717      12  111798455  111806925     17       6   78058       5.0809   1.8783e-07
10019       12  111843720  111889427     61      12   75087       4.9636   3.4593e-07
6311        12  111890018  112037480    202      25   74656       5.0691   1.9984e-07
8315        12  112079950  112123790     51      14   84640       4.4612   4.0757e-06
80724       12  112123857  112194911     93      11   84113        4.255   1.0453e-05
217         12  112204691  112247789     61      12   77327       4.0987   2.0771e-05
8550        12  112280032  112331228    134       9   80649       3.9586   3.7691e-05
89894       12  112369086  112451023    175      12   82820       3.7593   8.5208e-05
10961       12  112451152  112461024     14       5   89312       3.0483    0.0011508
80018       12  112464493  112546826    122      24   79176       3.8512    5.877e-05
10906       12  112563349  112591408     43      12   69227       3.0181    0.0012716
283450      12  112597992  112820113    347      26   73060       3.1848   0.00072425
6128        12  112842994  112856647     21      10   80569       4.1437   1.7088e-05
5781        12  112856536  112947717    115      23   80198       3.5291    0.0002085
22895       12  113229343  113336686    250      38   81535       1.4743     0.070199
4938        12  113344739  113357712     26       9   83492        3.247   0.00058321
4940        12  113376249  113411056    121      14   93776       3.7266   9.7032e-05
4939        12  113416274  113449528    103      16   93073       3.9753   3.5152e-05
1840        12  113494514  113535833    190      39   90958       1.0954      0.13667
8437        12  113536624  113574044    178      18   88950      0.48979      0.31214
387885      12  113587543  113597081     24       4   75142       1.0137      0.15536
79039       12  113594978  113623284     95      14   65446      0.84986       0.1977
84934       12  113623342  113630169     19       6   79270       1.1726      0.12049
115811      12  113633246  113659086     67       9   77822      0.14276      0.44324
53373       12  113659260  113736390    211      17   77359     -0.37483      0.64611
80024       12  113736571  113772934    139      16   81650      0.61064      0.27072
196463      12  113796371  113827458     78      12   75466       1.0998      0.13572
10993       12  113830250  113841692     37      12   70358     -0.81953      0.79376
113675      12  113860042  113876081     55       8   70312     0.091041      0.46373
64211       12  113900694  113909877     32       9   77315       1.9279     0.026933
9904        12  114254543  114404176    746      49   91238      -1.5669      0.94144
6910        12  114791735  114846247    231      48   80102     -0.97526      0.83529
6926        12  115108059  115121969     50      18   70115      -2.5956      0.99528
23389       12  116396381  116714991    704      49   85686      -1.5362      0.93775
643246      12  116997186  117014425     81      23   88424       1.7215     0.042581
79794       12  117151289  117175868     85      20   91741       1.1748      0.12003
84900       12  117176096  117291436    440      37   84955       1.4463     0.074041
8739        12  117298225  117319232     48      10   72899       1.7051     0.044088
26259       12  117348756  117468953    427      27   69316       1.6482     0.049655
54997       12  117476728  117537251    268      23   86352       1.5851     0.056476
23014       12  117581278  117628305    189      13   92663     -0.51634      0.69719
4842        12  117645921  117799607    558      45   88938      0.10752      0.45719
283455      12  117890817  118406399   2240     206   88157      0.67106      0.25109
5985        12  118454506  118470044     66      18   94296     -0.27336      0.60771
55884       12  118470492  118499979     89      13   87240       1.6971     0.044838
54621       12  118501398  118541810    182      40   91693      0.68018       0.2482
5037        12  118573668  118583390     37      12   87633       0.3561      0.36088
51347       12  118587606  118810750    543      28   88411       1.7196     0.042754
64426       12  118814358  118855840    142      16   88094       1.3589     0.087091
84530       12  119419300  119600856    867      66   89770      -1.9386      0.97373
26353       12  119616595  119632551     53      11   92515      0.24562      0.40299
160777      12  119772517  119978852    675      75   89162        1.748      0.04023
387890      12  120031264  120079861    162      14   92551       2.0476     0.020301
5564        12  120105669  120119429     24       6   88881       1.5297     0.063048
11113       12  120123595  120315095    576      40   91506       1.5727     0.057895
92558       12  120427648  120532299    263      23   86111       2.4162    0.0078414
11021       12  120532899  120554643     85      20   87774       2.0963     0.018028
10985       12  120565014  120632513    147      18   79888       1.9466     0.025793
6175        12  120634502  120639014     12       6   73399       1.6705     0.047414
5829        12  120648242  120703574    111      22   80505       1.1848      0.11804
23409       12  120730002  120751045     90      21   75845       1.5592      0.05947
5319        12  120759914  120765592     16       5   82884       1.7945     0.036371
4440        12  120779133  120806983     97      17   78019       1.2077      0.11357
1337        12  120875893  120878545      8       3   92302       0.6235      0.26648
51499       12  120881764  120884215      4       2   52456     -0.47087      0.68113
283459      12  120884241  120901556     60      15   88041     -0.69623      0.75686
8683        12  120899471  120907558     28      10   91726     -0.49618      0.69011
8655        12  120907660  120936298     97      16   92324      0.20211      0.41991
84274       12  120941082  120966964    105      17   92794      0.14612      0.44191
9921        12  120972132  121015397    160      22   92996     0.090332      0.46401
51367       12  121016848  121019201     13       5   90904      -1.2264      0.88998
9478        12  121078422  121105129    122      25   89015      0.84275      0.19968
9761        12  121124949  121139667     60      17   88205      0.66311      0.25363
84747       12  121148238  121161443     64      15   87790      0.64008      0.26106
35          12  121163544  121177811     61      13   80240      0.25569       0.3991
121665      12  121200313  121342155    558      28   87218       1.9225      0.02727
6927        12  121415861  121440315    110      19   93101       2.1664      0.01514
64897       12  121440835  121454300     59      14   96700       1.8781     0.030185
8638        12  121458095  121477045     65      20   88438       2.0552     0.019931
5027        12  121570622  121624439    318      32   93074     -0.46572      0.67929
5025        12  121647664  121671909    119      17   91932     -0.43535      0.66835
10645       12  121675495  121736111    218      42   89710      0.50271      0.30758
51433       12  121746048  121792012    139      22   80143      -1.8267      0.96612
80196       12  121837886  121862155     71       7   92254       1.4285     0.076574
84678       12  121866899  122019110    394      47   81393      0.97456      0.16489
84876       12  122064455  122079946     52      11   71806       1.4424     0.074597
283385      12  122089024  122110531     92      17   74624       2.2473     0.012312
144404      12  122150658  122219974    235      29   85214       1.4118     0.079008
54509       12  122215660  122231594     60      11   82371       3.4884   0.00024293
23067       12  122241879  122270562     65      14   71620       3.9469   3.9581e-05
3242        12  122277433  122326517    170      24   83306       0.7894      0.21494
5715        12  122326637  122355771     87      14   91243      0.88692      0.18756
144406      12  122356463  122441839    282      24   91847      0.53639      0.29585
605         12  122459861  122499950    137      31   85966       4.6841   1.4061e-06
254050      12  122652266  122688018    104      20   88130        6.954   1.7754e-12
386653      12  122656577  122658746      7       2   90257       1.3604     0.086849
79369       12  122688228  122692677     14       4   78950       3.7116   0.00010297
56616       12  122692209  122712081     45      10   81385       4.1016   2.0515e-05
65082       12  122714111  122751068    102      16   84999       3.8202   6.6659e-05
6249        12  122755981  122907179    403      34   80911       3.3622   0.00038657
55596       12  122956146  122985543     68      13   80118      0.68731      0.24594
65117       12  122989190  123011560     52       8   82769      0.42408      0.33575
9735        12  123011796  123110947    258      26   78421       2.3767    0.0087338
338442      12  123185840  123194392     40       9   82660       1.4971     0.067187
8843        12  123199303  123201439     18       4   84235       1.5157     0.064799
27198       12  123212153  123215129      6       3   82894      -1.7169        0.957
8562        12  123237371  123255953     51       8   82019     -0.26683       0.6052
84660       12  123259056  123311927    226      23   84773       1.3485     0.088746
9026        12  123319045  123347508    113      14   84455      0.54826      0.29176
79720       12  123349875  123380712     58      14   79650      0.91913      0.17901
23457       12  123405498  123451056     66      18   78135       1.1541      0.12424
79676       12  123459354  123464588     10       4   70407        2.116     0.017173
51329       12  123464607  123467460      2       1   57926       1.6626     0.048199
57605       12  123468027  123635376    301      40   73307       1.6558     0.048884
10198       12  123640943  123717785    260      14   88752       1.5515     0.060397
91574       12  123717844  123742651     83       9   93751       1.8572     0.031642
8099        12  123745517  123756863     40      10   90077       1.0537      0.14601
55206       12  123773656  123849756    330      18   85376      0.67891       0.2486
100293704   12  123848046  123850336     18       5   88964      -1.0646      0.85648
387893      12  123868704  123893900     81      17   81979      0.74221      0.22898
196383      12  123899936  123921264     80      21   77808      0.23459      0.40726
11066       12  123942191  123950941     26       7   90635      0.61097      0.27061
353116      12  123955909  124018265    228      32   79215      0.65551      0.25607
10959       12  124069076  124082688     51      10   90337       0.2161      0.41445
57696       12  124086650  124105482     83      11   94460     -0.67266      0.74942
1967        12  124105570  124118323     47      10   85905      -1.3015      0.90346
2967        12  124118286  124147151     94      15   86857      -1.3258      0.90754
79867       12  124155660  124192950    207      13   90531      -1.3608      0.91321
23545       12  124196865  124246302    213      19   75769      -0.1695       0.5673
196385      12  124246786  124420267    757      57   72907       1.5091     0.065637
80212       12  124420955  124457373    123      16   79491       1.0193      0.15403
144348      12  124457699  124499986    123      21   75913       1.1261      0.13007
100533183   12  124457762  124800570   1325     106   89270        2.782    0.0027009
144347      12  124773710  124800570    140      27   91781      0.48045      0.31545
9612        12  124808957  125052079   1081     136   83154       2.4378    0.0073888
949         12  125262174  125348519    403      67   82464     -0.19602       0.5777
7316        12  125396192  125399587     18       7   59446     0.047061      0.48123
57647       12  125431370  125473667    313      39   94651     -0.78397      0.78347
140707      12  125478194  125510349    199      22   90983      -1.6167      0.94703
