axis	program_type	gene_symbol	gene_id	annotation_status	chromosome	start	end	MHC_status	included_primary	exclusion_reason
F2	EXTENDED	PDE6D	5147	mapped	2	232597147	232645974	non_MHC	True	included_primary
F2	EXTENDED	PDGFA	5154	mapped	7	536895	559481	non_MHC	True	included_primary
F2	EXTENDED	PDGFB	5155	mapped	22	39619685	39640957	non_MHC	True	included_primary
F2	EXTENDED	PDGFC	56034	mapped	4	157682763	157892546	non_MHC	True	included_primary
F2	EXTENDED	PDGFD	80310	mapped	11	103777914	104035027	non_MHC	True	included_primary
F2	EXTENDED	PDGFRA	5156	mapped	4	55095264	55164412	non_MHC	True	included_primary
F2	EXTENDED	PDGFRB	5159	mapped	5	149493402	149535447	non_MHC	True	included_primary
F2	EXTENDED	PDPK1	5170	mapped	16	2587965	2653191	non_MHC	True	included_primary
F2	EXTENDED	PEA15	8682	mapped	1	160175125	160185162	non_MHC	True	included_primary
F2	EXTENDED	PEBP1	5037	mapped	12	118573668	118583390	non_MHC	True	included_primary
F2	EXTENDED	PGRMC2	10424	mapped	4	129190392	129209984	non_MHC	True	included_primary
F2	EXTENDED	PHB1	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	EXTENDED	PHLPP1	23239	mapped	18	60382672	60647676	non_MHC	True	included_primary
F2	EXTENDED	PHLPP2	23035	mapped	16	71678827	71757798	non_MHC	True	included_primary
F2	EXTENDED	PIAS1	8554	mapped	15	68346572	68483797	non_MHC	True	included_primary
F2	EXTENDED	PIAS3	10401	mapped	1	145575257	145586546	non_MHC	True	included_primary
F2	EXTENDED	PIK3AP1	118788	mapped	10	98353069	98480279	non_MHC	True	included_primary
F2	EXTENDED	PIK3C3	5289	mapped	18	39535165	39662272	non_MHC	True	included_primary
F2	EXTENDED	PIK3CA	5290	mapped	3	178866311	178952500	non_MHC	True	included_primary
F2	EXTENDED	PIK3CB	5291	mapped	3	138371540	138553780	non_MHC	True	included_primary
F2	EXTENDED	PIK3CD	5293	mapped	1	9711789	9789172	non_MHC	True	included_primary
F2	EXTENDED	PIK3CG	5294	mapped	7	106505723	106547592	non_MHC	True	included_primary
F2	EXTENDED	PIK3R1	5295	mapped	5	67511584	67597649	non_MHC	True	included_primary
F2	EXTENDED	PIK3R2	5296	mapped	19	18263988	18281343	non_MHC	True	included_primary
F2	EXTENDED	PIK3R3	8503	mapped	1	46505812	46642167	non_MHC	True	included_primary
F2	EXTENDED	PIK3R4	30849	mapped	3	130397778	130465696	non_MHC	True	included_primary
F2	EXTENDED	PIK3R5	23533	mapped	17	8782233	8869029	non_MHC	True	included_primary
F2	EXTENDED	PIK3R6	146850	mapped	17	8706055	8770994	non_MHC	True	included_primary
F2	EXTENDED	PIP4K2A	5305	mapped	10	22823766	23003503	non_MHC	True	included_primary
F2	EXTENDED	PIP4K2B	8396	mapped	17	36921944	36956218	non_MHC	True	included_primary
F2	EXTENDED	PIP4K2C	79837	mapped	12	57984942	57997211	non_MHC	True	included_primary
F2	EXTENDED	PIP5K1A	8394	mapped	1	151171021	151222007	non_MHC	True	included_primary
F2	EXTENDED	PIP5K1B	8395	mapped	9	71320188	71624092	non_MHC	True	included_primary
F2	EXTENDED	PIP5K1C	23396	mapped	19	3630179	3700484	non_MHC	True	included_primary
F2	EXTENDED	PITPNA	5306	mapped	17	1421283	1466110	non_MHC	True	included_primary
F2	EXTENDED	PKN1	5585	mapped	19	14544166	14582679	non_MHC	True	included_primary
F2	EXTENDED	PKN2	5586	mapped	1	89149876	89301938	non_MHC	True	included_primary
F2	EXTENDED	PKN3	29941	mapped	9	131464802	131483199	non_MHC	True	included_primary
F2	EXTENDED	PLAT	5327	mapped	8	42032236	42065242	non_MHC	True	included_primary
F2	EXTENDED	PLCG1	5335	mapped	20	39766159	39804359	non_MHC	True	included_primary
F2	EXTENDED	PLD1	5337	mapped	3	171318195	171528284	non_MHC	True	included_primary
F2	EXTENDED	PLD2	5338	mapped	17	4710396	4726727	non_MHC	True	included_primary
F2	EXTENDED	PLEKHG1	57480	mapped	6	150920999	151164801	non_MHC	True	included_primary
F2	EXTENDED	PLEKHG2	64857	mapped	19	39903222	39919055	non_MHC	True	included_primary
F2	EXTENDED	PLEKHG3	26030	mapped	14	65171132	65213623	non_MHC	True	included_primary
F2	EXTENDED	PLEKHG4	25894	mapped	16	67311413	67323403	non_MHC	True	included_primary
F2	EXTENDED	PLEKHG5	57449	mapped	1	6526152	6580121	non_MHC	True	included_primary
F2	EXTENDED	PLEKHG6	55200	mapped	12	6419602	6437672	non_MHC	True	included_primary
F2	EXTENDED	PLG	5340	mapped	6	161123225	161175086	non_MHC	True	included_primary
F2	EXTENDED	PMEPA1	56937	mapped	20	56223448	56286592	non_MHC	True	included_primary
F2	EXTENDED	POLD1	5424	mapped	19	50887531	50921275	non_MHC	True	included_primary
F2	EXTENDED	POLD2	5425	mapped	7	44154279	44163267	non_MHC	True	included_primary
F2	EXTENDED	POLD3	10714	mapped	11	74303575	74380386	non_MHC	True	included_primary
F2	EXTENDED	POLD4	57804	mapped	11	67118236	67121067	non_MHC	True	included_primary
F2	EXTENDED	POLE	5426	mapped	12	133200344	133264050	non_MHC	True	included_primary
F2	EXTENDED	POLE2	5427	mapped	14	50110270	50155098	non_MHC	True	included_primary
F2	EXTENDED	POLE3	54107	mapped	9	116169515	116173029	non_MHC	True	included_primary
F2	EXTENDED	POLE4	56655	mapped	2	75185775	75196859	non_MHC	True	included_primary
F2	EXTENDED	POLK	51426	mapped	5	74807657	74895646	non_MHC	True	included_primary
F2	EXTENDED	POLR2A	5430	mapped	17	7387698	7417935	non_MHC	True	included_primary
F2	EXTENDED	POLR2B	5431	mapped	4	57844944	57897334	non_MHC	True	included_primary
F2	EXTENDED	POLR2C	5432	mapped	16	57496551	57505921	non_MHC	True	included_primary
F2	EXTENDED	POLR2D	5433	mapped	2	128603840	128615729	non_MHC	True	included_primary
F2	EXTENDED	POLR2E	5434	mapped	19	1086578	1095391	non_MHC	True	included_primary
F2	EXTENDED	POLR2F	5435	mapped	22	38349674	38368463	non_MHC	True	included_primary
F2	EXTENDED	POLR2G	5436	mapped	11	62529011	62534187	non_MHC	True	included_primary
F2	EXTENDED	POLR2H	5437	mapped	3	184079502	184086383	non_MHC	True	included_primary
F2	EXTENDED	POLR2I	5438	mapped	19	36604611	36606206	non_MHC	True	included_primary
F2	EXTENDED	POLR2J	5439	mapped	7	102113547	102119446	non_MHC	True	included_primary
F2	EXTENDED	POLR2K	5440	mapped	8	101162839	101166230	non_MHC	True	included_primary
F2	EXTENDED	POLR2L	5441	mapped	11	839721	842529	non_MHC	True	included_primary
F2	EXTENDED	POM121	9883	mapped	7	72349906	72421979	non_MHC	True	included_primary
F2	EXTENDED	POM121C	100101267	mapped	7	75046060	75115565	non_MHC	True	included_primary
F2	EXTENDED	POP1	10940	mapped	8	99129521	99172069	non_MHC	True	included_primary
F2	EXTENDED	POP4	10775	mapped	19	30097170	30108162	non_MHC	True	included_primary
F2	EXTENDED	POP5	51367	mapped	12	121016848	121019201	non_MHC	True	included_primary
F2	EXTENDED	POP7	10248	mapped	7	100303676	100305123	non_MHC	True	included_primary
F2	EXTENDED	PPIE	10450	mapped	1	40204517	40229586	non_MHC	True	included_primary
F2	EXTENDED	PPM1A	5494	mapped	14	60712470	60765805	non_MHC	True	included_primary
F2	EXTENDED	PPP1CA	5499	mapped	11	67165652	67169376	non_MHC	True	included_primary
F2	EXTENDED	PPP1CB	5500	mapped	2	28974614	29025806	non_MHC	True	included_primary
F2	EXTENDED	PPP1CC	5501	mapped	12	111157613	111180783	non_MHC	True	included_primary
F2	EXTENDED	PPP1R15A	23645	mapped	19	49375649	49379319	non_MHC	True	included_primary
F2	EXTENDED	PPP2CA	5515	mapped	5	133532148	133561950	non_MHC	True	included_primary
F2	EXTENDED	PPP2CB	5516	mapped	8	30643126	30670352	non_MHC	True	included_primary
F2	EXTENDED	PPP2R1A	5518	mapped	19	52693055	52729678	non_MHC	True	included_primary
F2	EXTENDED	PPP2R1B	5519	mapped	11	111597632	111637169	non_MHC	True	included_primary
F2	EXTENDED	PPP2R5A	5525	mapped	1	212458879	212535205	non_MHC	True	included_primary
F2	EXTENDED	PPP2R5B	5526	mapped	11	64692143	64701950	non_MHC	True	included_primary
F2	EXTENDED	PPP2R5C	5527	mapped	14	102226910	102394329	non_MHC	True	included_primary
F2	EXTENDED	PPP2R5D	5528	mapped	6	42952218	42980083	non_MHC	True	included_primary
F2	EXTENDED	PPP2R5E	5529	mapped	14	63839838	64010095	non_MHC	True	included_primary
F2	EXTENDED	PPP5C	5536	mapped	19	46850251	46896238	non_MHC	True	included_primary
F2	EXTENDED	PRDM8	56978	mapped	4	81105033	81125483	non_MHC	True	included_primary
F2	EXTENDED	PREX1	57580	mapped	20	47240787	47444420	non_MHC	True	included_primary
F2	EXTENDED	PREX2	80243	mapped	8	68864244	69143897	non_MHC	True	included_primary
F2	EXTENDED	PRKACA	5566	mapped	19	14202500	14228559	non_MHC	True	included_primary
F2	EXTENDED	PRKACB	5567	mapped	1	84543745	84704181	non_MHC	True	included_primary
F2	EXTENDED	PRKACG	5568	mapped	9	71627426	71635600	non_MHC	True	included_primary
F2	EXTENDED	PRKCA	5578	mapped	17	64298760	64806862	non_MHC	True	included_primary
F2	EXTENDED	PRKCB	5579	mapped	16	23847300	24231932	non_MHC	True	included_primary
F2	EXTENDED	PRKCD	5580	mapped	3	53195223	53226733	non_MHC	True	included_primary
F2	EXTENDED	PRKCQ	5588	mapped	10	6435558	6622254	non_MHC	True	included_primary
F2	EXTENDED	PRKCZ	5590	mapped	1	1981909	2116834	non_MHC	True	included_primary
F2	EXTENDED	PRKG2	5593	mapped	4	82008643	82136271	non_MHC	True	included_primary
F2	EXTENDED	PRORP	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	EXTENDED	PRPF19	27339	mapped	11	60658019	60674061	non_MHC	True	included_primary
F2	EXTENDED	PRR5	55615	mapped	22	45064427	45133561	non_MHC	True	included_primary
F2	EXTENDED	PSEN1	5663	mapped	14	73603143	73690399	non_MHC	True	included_primary
F2	EXTENDED	PSEN2	5664	mapped	1	227057885	227083804	non_MHC	True	included_primary
F2	EXTENDED	PSENEN	55851	mapped	19	36236478	36238056	non_MHC	True	included_primary
F2	EXTENDED	PSMA1	5682	mapped	11	14526422	14665180	non_MHC	True	included_primary
F2	EXTENDED	PSMA2	5683	mapped	7	42956460	42971805	non_MHC	True	included_primary
F2	EXTENDED	PSMA3	5684	mapped	14	58711523	58738727	non_MHC	True	included_primary
F2	EXTENDED	PSMA4	5685	mapped	15	78832747	78841562	non_MHC	True	included_primary
F2	EXTENDED	PSMA5	5686	mapped	1	109941653	109969108	non_MHC	True	included_primary
F2	EXTENDED	PSMA6	5687	mapped	14	35747811	35786680	non_MHC	True	included_primary
F2	EXTENDED	PSMA7	5688	mapped	20	60711783	60718514	non_MHC	True	included_primary
F2	EXTENDED	PSMB1	5689	mapped	6	170844204	170862417	non_MHC	True	included_primary
F2	EXTENDED	PSMB2	5690	mapped	1	36040259	36107445	non_MHC	True	included_primary
F2	EXTENDED	PSMB3	5691	mapped	17	36908978	36920484	non_MHC	True	included_primary
F2	EXTENDED	PSMB4	5692	mapped	1	151372041	151374412	non_MHC	True	included_primary
F2	EXTENDED	PSMB5	5693	mapped	14	23485752	23504429	non_MHC	True	included_primary
F2	EXTENDED	PSMB6	5694	mapped	17	4699439	4701798	non_MHC	True	included_primary
F2	EXTENDED	PSMB7	5695	mapped	9	127115744	127177752	non_MHC	True	included_primary
F2	EXTENDED	PSMC1	5700	mapped	14	90722894	90738969	non_MHC	True	included_primary
F2	EXTENDED	PSMC2	5701	mapped	7	102984852	103009842	non_MHC	True	included_primary
F2	EXTENDED	PSMC3	5702	mapped	11	47440320	47448024	non_MHC	True	included_primary
F2	EXTENDED	PSMC4	5704	mapped	19	40476912	40487671	non_MHC	True	included_primary
F2	EXTENDED	PSMC5	5705	mapped	17	61904770	61909387	non_MHC	True	included_primary
F2	EXTENDED	PSMC6	5706	mapped	14	53173894	53194716	non_MHC	True	included_primary
F2	EXTENDED	PSMD1	5707	mapped	2	231921578	232037541	non_MHC	True	included_primary
F2	EXTENDED	PSMD11	5717	mapped	17	30771481	30810337	non_MHC	True	included_primary
F2	EXTENDED	PSMD12	5718	mapped	17	65336619	65362721	non_MHC	True	included_primary
F2	EXTENDED	PSMD13	5719	mapped	11	236808	252984	non_MHC	True	included_primary
F2	EXTENDED	PSMD14	10213	mapped	2	162164786	162268228	non_MHC	True	included_primary
F2	EXTENDED	PSMD2	5708	mapped	3	184016886	184026842	non_MHC	True	included_primary
F2	EXTENDED	PSMD3	5709	mapped	17	38137021	38154213	non_MHC	True	included_primary
F2	EXTENDED	PSMD6	9861	mapped	3	63996225	64009686	non_MHC	True	included_primary
F2	EXTENDED	PSMD7	5713	mapped	16	74330673	74340186	non_MHC	True	included_primary
F2	EXTENDED	PSMD8	5714	mapped	19	38865190	38874464	non_MHC	True	included_primary
F2	EXTENDED	PSPN	5623	mapped	19	6375305	6375860	non_MHC	True	included_primary
F2	EXTENDED	PTEN	5728	mapped	10	89623195	89728532	non_MHC	True	included_primary
F2	EXTENDED	PTK2	5747	mapped	8	141668481	142011412	non_MHC	True	included_primary
F2	EXTENDED	PTK2B	2185	mapped	8	27168999	27316908	non_MHC	True	included_primary
F2	EXTENDED	PTPN11	5781	mapped	12	112856536	112947717	non_MHC	True	included_primary
F2	EXTENDED	PTPN12	5782	mapped	7	77166773	77269388	non_MHC	True	included_primary
F2	EXTENDED	PTPN3	5774	mapped	9	112137974	112260593	non_MHC	True	included_primary
F2	EXTENDED	PTPN7	5778	mapped	1	202116141	202130716	non_MHC	True	included_primary
F2	EXTENDED	PTPRA	5786	mapped	20	2844841	3019316	non_MHC	True	included_primary
F2	EXTENDED	PUS1	80324	mapped	12	132413745	132428406	non_MHC	True	included_primary
F2	EXTENDED	PUS3	83480	mapped	11	125763380	125773145	non_MHC	True	included_primary
F2	EXTENDED	PUS7	54517	mapped	7	105096948	105162689	non_MHC	True	included_primary
F2	EXTENDED	PXN	5829	mapped	12	120648242	120703574	non_MHC	True	included_primary
F2	EXTENDED	QNG1	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	EXTENDED	QTRT1	81890	mapped	19	10812112	10824043	non_MHC	True	included_primary
F2	EXTENDED	QTRT2	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	EXTENDED	RAB7A	7879	mapped	3	128444975	128533641	non_MHC	True	included_primary
F2	EXTENDED	RAC1	5879	mapped	7	6414126	6443598	non_MHC	True	included_primary
F2	EXTENDED	RAC2	5880	mapped	22	37621301	37640339	non_MHC	True	included_primary
F2	EXTENDED	RAC3	5881	mapped	17	79989532	79992080	non_MHC	True	included_primary
F2	EXTENDED	RACGAP1	29127	mapped	12	50382945	50425586	non_MHC	True	included_primary
F2	EXTENDED	RAD23A	5886	mapped	19	13056628	13064457	non_MHC	True	included_primary
F2	EXTENDED	RAD23B	5887	mapped	9	110045517	110094475	non_MHC	True	included_primary
F2	EXTENDED	RAE1	8480	mapped	20	55926145	55953519	non_MHC	True	included_primary
F2	EXTENDED	RAF1	5894	mapped	3	12625100	12705700	non_MHC	True	included_primary
F2	EXTENDED	RALBP1	10928	mapped	18	9475530	9538106	non_MHC	True	included_primary
F2	EXTENDED	RALGDS	5900	mapped	9	135973107	136024607	non_MHC	True	included_primary
F2	EXTENDED	RAN	5901	mapped	12	131356617	131362220	non_MHC	True	included_primary
F2	EXTENDED	RANBP2	5903	mapped	2	109335902	109402267	non_MHC	True	included_primary
F2	EXTENDED	RANBP9	10048	mapped	6	13621730	13711796	non_MHC	True	included_primary
F2	EXTENDED	RAP1A	5906	mapped	1	112162405	112256807	non_MHC	True	included_primary
F2	EXTENDED	RAP1B	5908	mapped	12	69004619	69054385	non_MHC	True	included_primary
F2	EXTENDED	RAPGEF1	2889	mapped	9	134452157	134615364	non_MHC	True	included_primary
F2	EXTENDED	RAPGEF2	9693	mapped	4	160025224	160281314	non_MHC	True	included_primary
F2	EXTENDED	RARA	5914	mapped	17	38465423	38513895	non_MHC	True	included_primary
F2	EXTENDED	RASA1	5921	mapped	5	86564070	86687743	non_MHC	True	included_primary
F2	EXTENDED	RASA2	5922	mapped	3	141205891	141334186	non_MHC	True	included_primary
F2	EXTENDED	RASA3	22821	mapped	13	114747194	114898095	non_MHC	True	included_primary
F2	EXTENDED	RASA4	10156	mapped	7	102220093	102257205	non_MHC	True	included_primary
F2	EXTENDED	RASAL1	8437	mapped	12	113536624	113574044	non_MHC	True	included_primary
F2	EXTENDED	RASAL2	9462	mapped	1	178062864	178448649	non_MHC	True	included_primary
F2	EXTENDED	RASAL3	64926	mapped	19	15562435	15575382	non_MHC	True	included_primary
F2	EXTENDED	RASGEF1A	221002	mapped	10	43689983	43762367	non_MHC	True	included_primary
F2	EXTENDED	RASGRF1	5923	mapped	15	79252289	79383215	non_MHC	True	included_primary
F2	EXTENDED	RASGRF2	5924	mapped	5	80256491	80525981	non_MHC	True	included_primary
F2	EXTENDED	RASGRP1	10125	mapped	15	38780302	38857661	non_MHC	True	included_primary
F2	EXTENDED	RASGRP3	25780	mapped	2	33661416	33789798	non_MHC	True	included_primary
F2	EXTENDED	RASGRP4	115727	mapped	19	38899695	38916945	non_MHC	True	included_primary
F2	EXTENDED	RBL1	5933	mapped	20	35624752	35724403	non_MHC	True	included_primary
F2	EXTENDED	RBX1	9978	mapped	22	41347351	41369019	non_MHC	True	included_primary
F2	EXTENDED	RCE1	9986	mapped	11	66610883	66614003	non_MHC	True	included_primary
F2	EXTENDED	RET	5979	mapped	10	43572517	43625799	non_MHC	True	included_primary
F2	EXTENDED	RFC1	5981	mapped	4	39289069	39368001	non_MHC	True	included_primary
F2	EXTENDED	RFC2	5982	mapped	7	73645832	73668788	non_MHC	True	included_primary
F2	EXTENDED	RFC3	5983	mapped	13	34392206	34540695	non_MHC	True	included_primary
F2	EXTENDED	RFC4	5984	mapped	3	186507681	186524484	non_MHC	True	included_primary
F2	EXTENDED	RFC5	5985	mapped	12	118454506	118470044	non_MHC	True	included_primary
F2	EXTENDED	RGL1	23179	mapped	1	183605208	183897666	non_MHC	True	included_primary
F2	EXTENDED	RGL2	5863	mapped	6	33259431	33267386	MHC	False	MHC_excluded_primary
F2	EXTENDED	RGL3	57139	mapped	19	11504732	11530018	non_MHC	True	included_primary
F2	EXTENDED	RGMA	56963	mapped	15	93586636	93632443	non_MHC	True	included_primary
F2	EXTENDED	RGMB	285704	mapped	5	98104999	98132198	non_MHC	True	included_primary
F2	EXTENDED	RHOA	387	mapped	3	49396569	49449526	non_MHC	True	included_primary
F2	EXTENDED	RHOC	389	mapped	1	113243749	113250025	non_MHC	True	included_primary
F2	EXTENDED	RHOG	391	mapped	11	3848208	3862213	non_MHC	True	included_primary
F2	EXTENDED	RHPN1	114822	mapped	8	144451025	144466390	non_MHC	True	included_primary
F2	EXTENDED	RHPN2	85415	mapped	19	33469498	33555824	non_MHC	True	included_primary
F2	EXTENDED	RICTOR	253260	mapped	5	38938022	39074505	non_MHC	True	included_primary
F2	EXTENDED	RNF111	54778	mapped	15	59279865	59389618	non_MHC	True	included_primary
F2	EXTENDED	ROBO1	6091	mapped	3	78646388	79817059	non_MHC	True	included_primary
F2	EXTENDED	ROCK1	6093	mapped	18	18529701	18691812	non_MHC	True	included_primary
F2	EXTENDED	ROCK2	9475	mapped	2	11319894	11484711	non_MHC	True	included_primary
F2	EXTENDED	RPA1	6117	mapped	17	1733273	1802848	non_MHC	True	included_primary
F2	EXTENDED	RPA2	6118	mapped	1	28218035	28241255	non_MHC	True	included_primary
F2	EXTENDED	RPA3	6119	mapped	7	7676347	7758238	non_MHC	True	included_primary
F2	EXTENDED	RPP14	11102	mapped	3	58291972	58305920	non_MHC	True	included_primary
F2	EXTENDED	RPP21	79897	mapped	6	30312897	30314635	MHC	False	MHC_excluded_primary
F2	EXTENDED	RPP25	54913	mapped	15	75247443	75249775	non_MHC	True	included_primary
F2	EXTENDED	RPP30	10556	mapped	10	92631709	92668312	non_MHC	True	included_primary
F2	EXTENDED	RPP38	10557	mapped	10	15139179	15146256	non_MHC	True	included_primary
F2	EXTENDED	RPP40	10799	mapped	6	4995280	5004292	non_MHC	True	included_primary
F2	EXTENDED	RPPH1	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	EXTENDED	RPS27A	6233	mapped	2	55459039	55462989	non_MHC	True	included_primary
F2	EXTENDED	RPS6KB2	6199	mapped	11	67195935	67202879	non_MHC	True	included_primary
F2	EXTENDED	RTCB	51493	mapped	22	32783562	32808274	non_MHC	True	included_primary
F2	EXTENDED	RTKN	6242	mapped	2	74652988	74669060	non_MHC	True	included_primary
F2	EXTENDED	RTRAF	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	EXTENDED	RUVBL1	8607	mapped	3	127799800	127872752	non_MHC	True	included_primary
F2	EXTENDED	RXRA	6256	mapped	9	137218316	137332431	non_MHC	True	included_primary
F2	EXTENDED	SAMM50	25813	mapped	22	44351261	44392412	non_MHC	True	included_primary
F2	EXTENDED	SCFD1	23256	mapped	14	31091460	31205034	non_MHC	True	included_primary
F2	EXTENDED	SDC1	6382	mapped	2	20400558	20425194	non_MHC	True	included_primary
F2	EXTENDED	SDC2	6383	mapped	8	97505579	97624037	non_MHC	True	included_primary
F2	EXTENDED	SDC3	9672	mapped	1	31342313	31381480	non_MHC	True	included_primary
F2	EXTENDED	SDC4	6385	mapped	20	43953928	43977064	non_MHC	True	included_primary
F2	EXTENDED	SEC13	6396	mapped	3	10342613	10362872	non_MHC	True	included_primary
F2	EXTENDED	SEH1L	81929	mapped	18	12947983	12987536	non_MHC	True	included_primary
F2	EXTENDED	SEM1	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	EXTENDED	SERPINE1	5054	mapped	7	100770370	100782547	non_MHC	True	included_primary
F2	EXTENDED	SGCA	6442	mapped	17	48243240	48253293	non_MHC	True	included_primary
F2	EXTENDED	SGCB	6443	mapped	4	52885752	52904485	non_MHC	True	included_primary
F2	EXTENDED	SGCD	6444	mapped	5	155462147	156194799	non_MHC	True	included_primary
F2	EXTENDED	SGCE	8910	mapped	7	94214536	94285521	non_MHC	True	included_primary
F2	EXTENDED	SGCG	6445	mapped	13	23755060	23899304	non_MHC	True	included_primary
F2	EXTENDED	SGCZ	137868	mapped	8	13947373	15095792	non_MHC	True	included_primary
F2	EXTENDED	SH2D2A	9047	mapped	1	156776035	156786640	non_MHC	True	included_primary
F2	EXTENDED	SH3BP1	23616	mapped	22	38030661	38052119	non_MHC	True	included_primary
F2	EXTENDED	SHB	6461	mapped	9	37915895	38069210	non_MHC	True	included_primary
F2	EXTENDED	SHC1	6464	mapped	1	154934774	154946959	non_MHC	True	included_primary
F2	EXTENDED	SHC2	25759	mapped	19	416583	460996	non_MHC	True	included_primary
F2	EXTENDED	SHC3	53358	mapped	9	91620686	91793682	non_MHC	True	included_primary
F2	EXTENDED	SHOC2	8036	mapped	10	112679301	112773425	non_MHC	True	included_primary
F2	EXTENDED	SIAH1	6477	mapped	16	48394442	48419229	non_MHC	True	included_primary
F2	EXTENDED	SIAH2	6478	mapped	3	150458910	150481263	non_MHC	True	included_primary
F2	EXTENDED	SKI	6497	mapped	1	2160134	2241652	non_MHC	True	included_primary
F2	EXTENDED	SKIL	6498	mapped	3	170075473	170114637	non_MHC	True	included_primary
F2	EXTENDED	SLC1A5	6510	mapped	19	47263587	47292280	non_MHC	True	included_primary
F2	EXTENDED	SLIT1	6585	mapped	10	98757795	98945683	non_MHC	True	included_primary
F2	EXTENDED	SLIT2	9353	mapped	4	20254566	20622184	non_MHC	True	included_primary
F2	EXTENDED	SLIT3	6586	mapped	5	168088738	168728133	non_MHC	True	included_primary
F2	EXTENDED	SLITRK3	22865	mapped	3	164902010	164914469	non_MHC	True	included_primary
F2	EXTENDED	SLITRK5	26050	mapped	13	88323931	88331871	non_MHC	True	included_primary
F2	EXTENDED	SLK	9748	mapped	10	105726943	105788991	non_MHC	True	included_primary
F2	EXTENDED	SMAD1	4086	mapped	4	146402951	146480328	non_MHC	True	included_primary
F2	EXTENDED	SMAD2	4087	mapped	18	45359466	45457564	non_MHC	True	included_primary
F2	EXTENDED	SMAD3	4088	mapped	15	67358036	67487533	non_MHC	True	included_primary
F2	EXTENDED	SMAD4	4089	mapped	18	48556583	48611412	non_MHC	True	included_primary
F2	EXTENDED	SMAD5	4090	mapped	5	135468536	135518422	non_MHC	True	included_primary
F2	EXTENDED	SMAD6	4091	mapped	15	66994674	67074338	non_MHC	True	included_primary
F2	EXTENDED	SMAD7	4092	mapped	18	46446223	46477081	non_MHC	True	included_primary
F2	EXTENDED	SMAD9	4093	mapped	13	37418968	37494409	non_MHC	True	included_primary
F2	EXTENDED	SMURF1	57154	mapped	7	98625058	98741743	non_MHC	True	included_primary
F2	EXTENDED	SMURF2	64750	mapped	17	62538400	62658386	non_MHC	True	included_primary
F2	EXTENDED	SNAI1	6615	mapped	20	48599513	48605423	non_MHC	True	included_primary
F2	EXTENDED	SNAP23	8773	mapped	15	42783442	42825259	non_MHC	True	included_primary
F2	EXTENDED	SNTA1	6640	mapped	20	31995763	32031698	non_MHC	True	included_primary
F2	EXTENDED	SNTB1	6641	mapped	8	121547985	121825599	non_MHC	True	included_primary
F2	EXTENDED	SNTB2	6645	mapped	16	69221050	69342955	non_MHC	True	included_primary
F2	EXTENDED	SNTG2	54221	mapped	2	946554	1371401	non_MHC	True	included_primary
F2	EXTENDED	SNW1	22938	mapped	14	78183942	78227542	non_MHC	True	included_primary
F2	EXTENDED	SOS1	6654	mapped	2	39208690	39347686	non_MHC	True	included_primary
F2	EXTENDED	SOS2	6655	mapped	14	50583846	50698596	non_MHC	True	included_primary
F2	EXTENDED	SOWAHC	65124	mapped	2	110371911	110376564	non_MHC	True	included_primary
F2	EXTENDED	SOX10	6663	mapped	22	38368319	38380556	non_MHC	True	included_primary
F2	EXTENDED	SP1	6667	mapped	12	53773979	53810230	non_MHC	True	included_primary
F2	EXTENDED	SPATA13	221178	mapped	13	24553765	24881212	non_MHC	True	included_primary
F2	EXTENDED	SPHK1	8877	mapped	17	74372742	74383941	non_MHC	True	included_primary
F2	EXTENDED	SPP1	6696	mapped	4	88896802	88904563	non_MHC	True	included_primary
F2	EXTENDED	SPRED1	161742	mapped	15	38544925	38649450	non_MHC	True	included_primary
F2	EXTENDED	SPRED2	200734	mapped	2	65534580	65659733	non_MHC	True	included_primary
F2	EXTENDED	SPRED3	399473	mapped	19	38880840	38890524	non_MHC	True	included_primary
F2	EXTENDED	SPRY2	10253	mapped	13	80910111	80915086	non_MHC	True	included_primary
F2	EXTENDED	SPTA1	6708	mapped	1	158580496	158656506	non_MHC	True	included_primary
F2	EXTENDED	SPTAN1	6709	mapped	9	131314837	131395944	non_MHC	True	included_primary
F2	EXTENDED	SPTB	6710	mapped	14	65213001	65346604	non_MHC	True	included_primary
F2	EXTENDED	SPTBN1	6711	mapped	2	54683454	54898583	non_MHC	True	included_primary
F2	EXTENDED	SPTBN2	6712	mapped	11	66449967	66496716	non_MHC	True	included_primary
F2	EXTENDED	SPTBN4	57731	mapped	19	40973050	41082365	non_MHC	True	included_primary
